 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   5.5755323000E-04 -7.8660130000E+01 -7.8660130285E+01  3.6184E-09
   5.6857040000E-04 -7.8653434000E+01 -7.8653433677E+01  4.1084E-09
   5.7980326000E-04 -7.8646607000E+01 -7.8646607113E+01  1.4308E-09
   5.9125605000E-04 -7.8639647000E+01 -7.8639646897E+01  1.3106E-09
   6.0293305000E-04 -7.8632552000E+01 -7.8632552299E+01  3.7964E-09
   6.1483868000E-04 -7.8625320000E+01 -7.8625319715E+01  3.6214E-09
   6.2697739000E-04 -7.8617947000E+01 -7.8617946946E+01  6.8348E-10
   6.3935376000E-04 -7.8610431000E+01 -7.8610431543E+01  6.9021E-09
   6.5197244000E-04 -7.8602770000E+01 -7.8602769058E+01  1.1984E-08
   6.6483816000E-04 -7.8594959000E+01 -7.8594960136E+01  1.4451E-08
   6.7795578000E-04 -7.8586998000E+01 -7.8586996887E+01  1.4165E-08
   6.9133021000E-04 -7.8578881000E+01 -7.8578881762E+01  9.6966E-09
   7.0496649000E-04 -7.8570608000E+01 -7.8570607794E+01  2.6209E-09
   7.1886974000E-04 -7.8562175000E+01 -7.8562174965E+01  4.4373E-10
   7.3304519000E-04 -7.8553578000E+01 -7.8553577888E+01  1.4276E-09
   7.4749817000E-04 -7.8544814000E+01 -7.8544814078E+01  9.8728E-10
   7.6223411000E-04 -7.8535881000E+01 -7.8535881239E+01  3.0373E-09
   7.7725855000E-04 -7.8526776000E+01 -7.8526775736E+01  3.3676E-09
   7.9257713000E-04 -7.8517494000E+01 -7.8517493908E+01  1.1660E-09
   8.0819563000E-04 -7.8508032000E+01 -7.8508032256E+01  3.2639E-09
   8.2411990000E-04 -7.8498388000E+01 -7.8498387891E+01  1.3910E-09
   8.4035593000E-04 -7.8488558000E+01 -7.8488558123E+01  1.5608E-09
   8.5690984000E-04 -7.8478538000E+01 -7.8478537572E+01  5.4479E-09
