 #  DHFS: self-consistent potential and electron density.     ALPHA = 1.500000E+00
 #  Z =  79,  Aw = 1.969665E+02 g/mol,  number of electrons =  7.900000E+01     (Vext = Vnuc+Vel)
 #      R          R*Vext(R)      R*Vnuc(R)      R*Vel(R)       R*Vex(R)        rho(R)
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.1810695E+06
  9.1222451E-05 -7.0467769E+01 -7.0523464E+01  5.5694455E-02 -1.6984475E-02  2.0026546E+06
  9.3109480E-05 -7.1211153E+01 -7.1268000E+01  5.6846412E-02 -1.7317652E-02  1.9963661E+06
  9.5033455E-05 -7.1926843E+01 -7.1984864E+01  5.8020913E-02 -1.7656426E-02  1.9899112E+06
  9.6995099E-05 -7.2612486E+01 -7.2671704E+01  5.9218401E-02 -1.8000872E-02  1.9832893E+06
  9.8995151E-05 -7.3265774E+01 -7.3326214E+01  6.0439326E-02 -1.8351065E-02  1.9765004E+06
  1.0103436E-04 -7.3884493E+01 -7.3946178E+01  6.1684144E-02 -1.8707084E-02  1.9695445E+06
  1.0311350E-04 -7.4466585E+01 -7.4529539E+01  6.2953325E-02 -1.9069006E-02  1.9624222E+06
  1.0523334E-04 -7.5010223E+01 -7.5074470E+01  6.4247343E-02 -1.9436913E-02  1.9551345E+06
  1.0739469E-04 -7.5513891E+01 -7.5579457E+01  6.5566685E-02 -1.9810888E-02  1.9476827E+06
  1.0959836E-04 -7.5976471E+01 -7.6043383E+01  6.6911846E-02 -2.0191014E-02  1.9400686E+06
  1.1184517E-04 -7.6397330E+01 -7.6465613E+01  6.8283330E-02 -2.0577378E-02  1.9322943E+06
  1.1413597E-04 -7.6776391E+01 -7.6846072E+01  6.9681652E-02 -2.0970069E-02  1.9243624E+06
  1.1647162E-04 -7.7114186E+01 -7.7185293E+01  7.1107337E-02 -2.1369180E-02  1.9162759E+06
  1.1885300E-04 -7.7411879E+01 -7.7484440E+01  7.2560920E-02 -2.1774803E-02  1.9080381E+06
  1.2128101E-04 -7.7671245E+01 -7.7745288E+01  7.4042946E-02 -2.2187036E-02  1.8996529E+06
  1.2375656E-04 -7.7894609E+01 -7.7970163E+01  7.5553971E-02 -2.2605978E-02  1.8911243E+06
  1.2628057E-04 -7.8084745E+01 -7.8161840E+01  7.7094562E-02 -2.3031732E-02  1.8824567E+06
  1.2885400E-04 -7.8244747E+01 -7.8323413E+01  7.8665296E-02 -2.3464402E-02  1.8736548E+06
  1.3147782E-04 -7.8377885E+01 -7.8458152E+01  8.0266763E-02 -2.3904098E-02  1.8647234E+06
  1.3415301E-04 -7.8487461E+01 -7.8569361E+01  8.1899563E-02 -2.4350929E-02  1.8556676E+06
  1.3688058E-04 -7.8576691E+01 -7.8660255E+01  8.3564309E-02 -2.4805009E-02  1.8464926E+06
  1.3966154E-04 -7.8648599E+01 -7.8733861E+01  8.5261624E-02 -2.5266456E-02  1.8372037E+06
  1.4249696E-04 -7.8705956E+01 -7.8792948E+01  8.6992146E-02 -2.5735387E-02  1.8278061E+06
  1.4538789E-04 -7.8751234E+01 -7.8839990E+01  8.8756522E-02 -2.6211924E-02  1.8183053E+06
  1.4833543E-04 -7.8786594E+01 -7.8877150E+01  9.0555414E-02 -2.6696192E-02  1.8087066E+06
  1.5134067E-04 -7.8813895E+01 -7.8906284E+01  9.2389496E-02 -2.7188317E-02  1.7990152E+06
  1.5440475E-04 -7.8834703E+01 -7.8928963E+01  9.4259456E-02 -2.7688427E-02  1.7892364E+06
  1.5752883E-04 -7.8850326E+01 -7.8946492E+01  9.6165994E-02 -2.8196656E-02  1.7793753E+06
  1.6071407E-04 -7.8861840E+01 -7.8959950E+01  9.8109825E-02 -2.8713136E-02  1.7694368E+06
  1.6396167E-04 -7.8870121E+01 -7.8970212E+01  1.0009168E-01 -2.9238004E-02  1.7594260E+06
  1.6727286E-04 -7.8875874E+01 -7.8977986E+01  1.0211229E-01 -2.9771398E-02  1.7493475E+06
  1.7064887E-04 -7.8879663E+01 -7.8983836E+01  1.0417243E-01 -3.0313459E-02  1.7392061E+06
  1.7409099E-04 -7.8881935E+01 -7.8988208E+01  1.0627285E-01 -3.0864331E-02  1.7290063E+06
  1.7760050E-04 -7.8883040E+01 -7.8991454E+01  1.0841436E-01 -3.1424159E-02  1.7187523E+06
  1.8117872E-04 -7.8883250E+01 -7.8993848E+01  1.1059774E-01 -3.1993092E-02  1.7084485E+06
  1.8482700E-04 -7.8882778E+01 -7.8995602E+01  1.1282382E-01 -3.2571278E-02  1.6980990E+06
  1.8854671E-04 -7.8881784E+01 -7.8996877E+01  1.1509343E-01 -3.3158872E-02  1.6877076E+06
  1.9233924E-04 -7.8880391E+01 -7.8997798E+01  1.1740742E-01 -3.3756027E-02  1.6772782E+06
  1.9620603E-04 -7.8878692E+01 -7.8998459E+01  1.1976665E-01 -3.4362902E-02  1.6668145E+06
  2.0014853E-04 -7.8876757E+01 -7.8998929E+01  1.2217202E-01 -3.4979657E-02  1.6563200E+06
  2.0416822E-04 -7.8874637E+01 -7.8999261E+01  1.2462441E-01 -3.5606453E-02  1.6457981E+06
  2.0826660E-04 -7.8872370E+01 -7.8999494E+01  1.2712474E-01 -3.6243455E-02  1.6352521E+06
  2.1244523E-04 -7.8869983E+01 -7.8999657E+01  1.2967396E-01 -3.6890831E-02  1.6246850E+06
  2.1670567E-04 -7.8867496E+01 -7.8999769E+01  1.3227301E-01 -3.7548750E-02  1.6141000E+06
  2.2104953E-04 -7.8864923E+01 -7.8999845E+01  1.3492286E-01 -3.8217384E-02  1.6034999E+06
  2.2547843E-04 -7.8862273E+01 -7.8999897E+01  1.3762451E-01 -3.8896909E-02  1.5928874E+06
  2.2999405E-04 -7.8859554E+01 -7.8999933E+01  1.4037896E-01 -3.9587501E-02  1.5822652E+06
  2.3459808E-04 -7.8856769E+01 -7.8999956E+01  1.4318724E-01 -4.0289340E-02  1.5716360E+06
  2.3929225E-04 -7.8853921E+01 -7.8999972E+01  1.4605041E-01 -4.1002610E-02  1.5610020E+06
  2.4407832E-04 -7.8851012E+01 -7.8999982E+01  1.4896952E-01 -4.1727495E-02  1.5503657E+06
  2.4895810E-04 -7.8848043E+01 -7.8999988E+01  1.5194568E-01 -4.2464183E-02  1.5397293E+06
  2.5393342E-04 -7.8845013E+01 -7.8999993E+01  1.5497999E-01 -4.3212864E-02  1.5290948E+06
  2.5900615E-04 -7.8841922E+01 -7.8999995E+01  1.5807358E-01 -4.3973733E-02  1.5184644E+06
  2.6417820E-04 -7.8838770E+01 -7.8999997E+01  1.6122761E-01 -4.4746985E-02  1.5078399E+06
  2.6945151E-04 -7.8835555E+01 -7.8999998E+01  1.6444325E-01 -4.5532818E-02  1.4972232E+06
  2.7482807E-04 -7.8832277E+01 -7.8999999E+01  1.6772171E-01 -4.6331435E-02  1.4866162E+06
  2.8030989E-04 -7.8828935E+01 -7.8999999E+01  1.7106420E-01 -4.7143041E-02  1.4760203E+06
  2.8589904E-04 -7.8825528E+01 -7.9000000E+01  1.7447197E-01 -4.7967841E-02  1.4654374E+06
  2.9159762E-04 -7.8822053E+01 -7.9000000E+01  1.7794630E-01 -4.8806047E-02  1.4548688E+06
  2.9740777E-04 -7.8818511E+01 -7.9000000E+01  1.8148846E-01 -4.9657872E-02  1.4443160E+06
  3.0333167E-04 -7.8814900E+01 -7.9000000E+01  1.8509980E-01 -5.0523531E-02  1.4337804E+06
  3.0937156E-04 -7.8811218E+01 -7.9000000E+01  1.8878163E-01 -5.1403244E-02  1.4232634E+06
  3.1552970E-04 -7.8807465E+01 -7.9000000E+01  1.9253535E-01 -5.2297233E-02  1.4127660E+06
  3.2180841E-04 -7.8803638E+01 -7.9000000E+01  1.9636234E-01 -5.3205722E-02  1.4022896E+06
  3.2821004E-04 -7.8799736E+01 -7.9000000E+01  2.0026403E-01 -5.4128939E-02  1.3918351E+06
  3.3473701E-04 -7.8795758E+01 -7.9000000E+01  2.0424187E-01 -5.5067117E-02  1.3814038E+06
  3.4139178E-04 -7.8791703E+01 -7.9000000E+01  2.0829733E-01 -5.6020487E-02  1.3709964E+06
  3.4817683E-04 -7.8787568E+01 -7.9000000E+01  2.1243192E-01 -5.6989289E-02  1.3606140E+06
  3.5509472E-04 -7.8783353E+01 -7.9000000E+01  2.1664718E-01 -5.7973761E-02  1.3502575E+06
  3.6214806E-04 -7.8779055E+01 -7.9000000E+01  2.2094468E-01 -5.8974148E-02  1.3399277E+06
  3.6933949E-04 -7.8774674E+01 -7.9000000E+01  2.2532600E-01 -5.9990695E-02  1.3296253E+06
  3.7667173E-04 -7.8770207E+01 -7.9000000E+01  2.2979277E-01 -6.1023653E-02  1.3193511E+06
  3.8414751E-04 -7.8765653E+01 -7.9000000E+01  2.3434665E-01 -6.2073274E-02  1.3091058E+06
  3.9176966E-04 -7.8761011E+01 -7.9000000E+01  2.3898932E-01 -6.3139815E-02  1.2988899E+06
