 Inner phase shift
  -7.4436630690042332E-002
 Coulomb phase shift
   6.6559957353976501E-005
 #       R              P(R)            Q(R)
   1.70732458E+00  1.49033943E-05  2.79053326E-06
   1.71446027E+00  1.74641731E-05  3.25174010E-06
   1.72159898E+00  2.04420875E-05  3.78494749E-06
   1.72874071E+00  2.39011377E-05  4.40069146E-06
   1.73588542E+00  2.79144919E-05  5.11093784E-06
   1.74303310E+00  3.25656965E-05  5.92925932E-06
   1.75018373E+00  3.79500320E-05  6.87103207E-06
   1.75733728E+00  4.41760273E-05  7.95365365E-06
   1.76449373E+00  5.13671508E-05  9.19678414E-06
   1.77165307E+00  5.96636949E-05  1.06226126E-05
   1.77881528E+00  6.92248731E-05  1.22561512E-05
   1.78598033E+00  8.02311505E-05  1.41255589E-05
   1.79314821E+00  9.28868303E-05  1.62624975E-05
   1.80031890E+00  1.07422918E-04  1.87025232E-05
   1.80749238E+00  1.24100293E-04  2.14855146E-05
   1.81466862E+00  1.43213206E-04  2.46561423E-05
   1.82184762E+00  1.65093144E-04  2.82643812E-05
   1.82902934E+00  1.90113081E-04  3.23660698E-05
   1.83621379E+00  2.18692151E-04  3.70235184E-05
   1.84340092E+00  2.51300785E-04  4.23061709E-05
   1.85059074E+00  2.88466327E-04  4.82913226E-05
   1.85778321E+00  3.30779192E-04  5.50648974E-05
   1.86497833E+00  3.78899589E-04  6.27222878E-05
   1.87217607E+00  4.33564847E-04  7.13692616E-05
   1.87937642E+00  4.95597399E-04  8.11229379E-05
   1.88657936E+00  5.65913450E-04  9.21128363E-05
   1.89378487E+00  6.45532392E-04  1.04482002E-04
   1.90099294E+00  7.35586987E-04  1.18388209E-04
   1.90820355E+00  8.37334390E-04  1.34005249E-04
   1.91541669E+00  9.52168025E-04  1.51524297E-04
   1.92263233E+00  1.08163039E-03  1.71155374E-04
   1.92985046E+00  1.22742681E-03  1.93128887E-04
   1.93707106E+00  1.39144021E-03  2.17697269E-04
   1.94429413E+00  1.57574688E-03  2.45136701E-04
   1.95151964E+00  1.78263339E-03  2.75748931E-04
   1.95874757E+00  2.01461455E-03  3.09863182E-04
   1.96597792E+00  2.27445259E-03  3.47838143E-04
   1.97321066E+00  2.56517740E-03  3.90064061E-04
   1.98044579E+00  2.89010809E-03  4.36964896E-04
   1.98768328E+00  3.25287566E-03  4.89000577E-04
   1.99492313E+00  3.65744692E-03  5.46669314E-04
   2.00216531E+00  4.10814960E-03  6.10509991E-04
   2.00940981E+00  4.60969869E-03  6.81104603E-04
   2.01665662E+00  5.16722391E-03  7.59080754E-04
   2.02390573E+00  5.78629832E-03  8.45114187E-04
   2.03115711E+00  6.47296802E-03  9.39931333E-04
   2.03841076E+00  7.23378288E-03  1.04431188E-03
   2.04566666E+00  8.07582817E-03  1.15909130E-03
   2.05292480E+00  9.00675703E-03  1.28516342E-03
   2.06018516E+00  1.00348236E-02  1.42348282E-03
   2.06744773E+00  1.11689169E-02  1.57506731E-03
   2.07471249E+00  1.24185947E-02  1.74100014E-03
   2.08197944E+00  1.37941182E-02  1.92243223E-03
   2.08924856E+00  1.53064858E-02  2.12058412E-03
   2.09651984E+00  1.69674676E-02  2.33674778E-03
   2.10379326E+00  1.87896389E-02  2.57228819E-03
   2.11106881E+00  2.07864122E-02  2.82864460E-03
   2.11834647E+00  2.29720694E-02  3.10733154E-03
   2.12562625E+00  2.53617911E-02  3.40993937E-03
   2.13290811E+00  2.79716848E-02  3.73813455E-03
   2.14019206E+00  3.08188101E-02  4.09365933E-03
   2.14747807E+00  3.39212015E-02  4.47833099E-03
   2.15476614E+00  3.72978874E-02  4.89404054E-03
   2.16205625E+00  4.09689054E-02  5.34275075E-03
   2.16934839E+00  4.49553130E-02  5.82649351E-03
   2.17664255E+00  4.92791931E-02  6.34736652E-03
   2.18393872E+00  5.39636539E-02  6.90752910E-03
   2.19123689E+00  5.90328221E-02  7.50919724E-03
   2.19853704E+00  6.45118294E-02  8.15463768E-03
   2.20583916E+00  7.04267906E-02  8.84616108E-03
   2.21314324E+00  7.68047733E-02  9.58611413E-03
   2.22044927E+00  8.36737588E-02  1.03768706E-02
   2.22775724E+00  9.10625919E-02  1.12208215E-02
   2.23506714E+00  9.90009207E-02  1.21203634E-02
   2.24237895E+00  1.07519124E-01  1.30778865E-02
   2.24969267E+00  1.16648228E-01  1.40957608E-02
   2.25700828E+00  1.26419805E-01  1.51763211E-02
   2.26432578E+00  1.36865868E-01  1.63218510E-02
   2.27164515E+00  1.48018739E-01  1.75345651E-02
   2.27896638E+00  1.59910909E-01  1.88165905E-02
   2.28628946E+00  1.72574884E-01  2.01699466E-02
   2.29361438E+00  1.86043007E-01  2.15965237E-02
   2.30094114E+00  2.00347274E-01  2.30980604E-02
   2.30826971E+00  2.15519119E-01  2.46761198E-02
   2.31560010E+00  2.31589200E-01  2.63320645E-02
   2.32293228E+00  2.48587146E-01  2.80670306E-02
   2.33026626E+00  2.66541309E-01  2.98819007E-02
   2.33760201E+00  2.85478478E-01  3.17772761E-02
   2.34493954E+00  3.05423595E-01  3.37534480E-02
   2.35227882E+00  3.26399435E-01  3.58103685E-02
   2.35961986E+00  3.48426292E-01  3.79476211E-02
   2.36696264E+00  3.71521628E-01  4.01643901E-02
   2.37430715E+00  3.95699725E-01  4.24594316E-02
   2.38165338E+00  4.20971318E-01  4.48310432E-02
   2.38900133E+00  4.47343213E-01  4.72770346E-02
   2.39635097E+00  4.74817904E-01  4.97946991E-02
   2.40370232E+00  5.03393175E-01  5.23807862E-02
   2.41105534E+00  5.33061703E-01  5.50314744E-02
   2.41841005E+00  5.63810651E-01  5.77423469E-02
   2.42576642E+00  5.95621274E-01  6.05083683E-02
   2.43312444E+00  6.28468512E-01  6.33238641E-02
   2.44048412E+00  6.62320600E-01  6.61825022E-02
   2.44784544E+00  6.97138690E-01  6.90772779E-02
   2.45520838E+00  7.32876477E-01  7.20005018E-02
   2.46257295E+00  7.69479849E-01  7.49437917E-02
   2.46993914E+00  8.06886561E-01  7.78980685E-02
   2.47730693E+00  8.45025932E-01  8.08535564E-02
   2.48467631E+00  8.83818574E-01  8.37997880E-02
   2.49204729E+00  9.23176155E-01  8.67256145E-02
   2.49941985E+00  9.63001206E-01  8.96192217E-02
   2.50679397E+00  1.00318697E+00  9.24681513E-02
   2.51416966E+00  1.04361732E+00  9.52593286E-02
   2.52154691E+00  1.08416668E+00  9.79790968E-02
   2.52892570E+00  1.12470008E+00  1.00613258E-01
   2.53630604E+00  1.16507322E+00  1.03147119E-01
   2.54368790E+00  1.20513262E+00  1.05565549E-01
   2.55107129E+00  1.24471588E+00  1.07853039E-01
   2.55845619E+00  1.28365194E+00  1.09993771E-01
   2.56584260E+00  1.32176150E+00  1.11971693E-01
   2.57323051E+00  1.35885749E+00  1.13770603E-01
   2.58061992E+00  1.39474563E+00  1.15374242E-01
   2.58801080E+00  1.42922509E+00  1.16766383E-01
   2.59540317E+00  1.46208925E+00  1.17930941E-01
   2.60279700E+00  1.49312653E+00  1.18852081E-01
   2.61019230E+00  1.52212134E+00  1.19514330E-01
   2.61758905E+00  1.54885514E+00  1.19902700E-01
   2.62498725E+00  1.57310752E+00  1.20002811E-01
   2.63238688E+00  1.59465748E+00  1.19801019E-01
   2.63978795E+00  1.61328471E+00  1.19284550E-01
   2.64719045E+00  1.62877100E+00  1.18441630E-01
   2.65459436E+00  1.64090173E+00  1.17261624E-01
   2.66199969E+00  1.64946744E+00  1.15735167E-01
   2.66940642E+00  1.65426539E+00  1.13854302E-01
   2.67681455E+00  1.65510135E+00  1.11612609E-01
   2.68422406E+00  1.65179122E+00  1.09005338E-01
   2.69163497E+00  1.64416291E+00  1.06029529E-01
   2.69904724E+00  1.63205806E+00  1.02684135E-01
   2.70646089E+00  1.61533391E+00  9.89701307E-02
   2.71387590E+00  1.59386510E+00  9.48906164E-02
   2.72129227E+00  1.56754549E+00  9.04509112E-02
   2.72870998E+00  1.53628992E+00  8.56586343E-02
   2.73612904E+00  1.50003596E+00  8.05237737E-02
   2.74354944E+00  1.45874559E+00  7.50587408E-02
   2.75097116E+00  1.41240678E+00  6.92784097E-02
   2.75839421E+00  1.36103497E+00  6.32001394E-02
   2.76581858E+00  1.30467450E+00  5.68437784E-02
   2.77324426E+00  1.24339979E+00  5.02316497E-02
   2.78067124E+00  1.17731650E+00  4.33885167E-02
   2.78809952E+00  1.10656237E+00  3.63415270E-02
   2.79552909E+00  1.03130800E+00  2.91201357E-02
   2.80295995E+00  9.51757363E-01  2.17560057E-02
   2.81039209E+00  8.68148073E-01  1.42828858E-02
   2.81782550E+00  7.80751457E-01  6.73646563E-03
   2.82526018E+00  6.89872336E-01 -8.45791583E-04
   2.83269612E+00  5.95848562E-01 -8.42483970E-03
   2.84013331E+00  4.99050253E-01 -1.59602619E-02
   2.84757176E+00  3.99878751E-01 -2.34105045E-02
   2.85501145E+00  2.98765276E-01 -3.07331317E-02
   2.86245238E+00  1.96169278E-01 -3.78850995E-02
   2.86989453E+00  9.25764829E-02 -4.48230472E-02
   2.87733792E+00 -1.15033714E-02 -5.15036063E-02
   2.88478252E+00 -1.15539096E-01 -5.78837227E-02
   2.89222834E+00 -2.18980917E-01 -6.39209917E-02
   2.89967537E+00 -3.21263625E-01 -6.95740032E-02
   2.90712361E+00 -4.21810005E-01 -7.48026932E-02
   2.91457304E+00 -5.20034525E-01 -7.95687008E-02
   2.92202366E+00 -6.15347271E-01 -8.38357253E-02
   2.92947547E+00 -7.07158096E-01 -8.75698832E-02
   2.93692846E+00 -7.94880970E-01 -9.07400583E-02
   2.94438263E+00 -8.77938492E-01 -9.33182443E-02
   2.95183797E+00 -9.55766539E-01 -9.52798746E-02
   2.95929447E+00 -1.02781901E+00 -9.66041371E-02
   2.96675214E+00 -1.09357265E+00 -9.72742683E-02
   2.97421095E+00 -1.15253185E+00 -9.72778254E-02
   2.98167092E+00 -1.20423347E+00 -9.66069315E-02
   2.98913203E+00 -1.24825159E+00 -9.52584900E-02
   2.99659428E+00 -1.28420214E+00 -9.32343664E-02
   3.00405767E+00 -1.31174734E+00 -9.05415327E-02
   3.01152218E+00 -1.33060000E+00 -8.71921725E-02
   3.01898782E+00 -1.34052749E+00 -8.32037436E-02
   3.02645457E+00 -1.34135545E+00 -7.85989956E-02
   3.03392244E+00 -1.33297115E+00 -7.34059414E-02
   3.04139142E+00 -1.31532640E+00 -6.76577793E-02
   3.04886150E+00 -1.28844005E+00 -6.13927657E-02
   3.05633268E+00 -1.25240004E+00 -5.46540379E-02
   3.06380495E+00 -1.20736480E+00 -4.74893848E-02
   3.07127832E+00 -1.15356425E+00 -3.99509678E-02
   3.07875276E+00 -1.09130003E+00 -3.20949917E-02
   3.08622829E+00 -1.02094523E+00 -2.39813268E-02
   3.09370489E+00 -9.42943431E-01 -1.56730840E-02
   3.10118256E+00 -8.57807030E-01 -7.23614591E-03
   3.10866130E+00 -7.66114979E-01  1.26134357E-03
   3.11614109E+00 -6.68509757E-01  9.74952781E-03
   3.12362194E+00 -5.65693705E-01  1.81574194E-02
   3.13110385E+00 -4.58424671E-01  2.64135115E-02
   3.13858680E+00 -3.47510999E-01  3.44464133E-02
   3.14607079E+00 -2.33805890E-01  4.21855035E-02
   3.15355582E+00 -1.18201152E-01  4.95615972E-02
   3.16104189E+00 -1.62038800E-03  5.65076180E-02
   3.16852898E+00  1.14988329E-01  6.29592700E-02
   3.17601709E+00  2.30660253E-01  6.88557022E-02
   3.18350623E+00  3.44422160E-01  7.41401588E-02
   3.19099638E+00  4.55300884E-01  7.87606066E-02
   3.19848754E+00  5.62332114E-01  8.26703345E-02
   3.20597971E+00  6.64569372E-01  8.58285161E-02
   3.21347289E+00  7.61093097E-01  8.82007290E-02
   3.22096706E+00  8.51019733E-01  8.97594236E-02
   3.22846222E+00  9.33510735E-01  9.04843357E-02
   3.23595838E+00  1.00778141E+00  9.03628355E-02
   3.24345552E+00  1.07310945E+00  8.93902083E-02
   3.25095364E+00  1.12884315E+00  8.75698611E-02
   3.25845273E+00  1.17440911E+00  8.49134510E-02
   3.26595281E+00  1.20931939E+00  8.14409316E-02
   3.27345385E+00  1.23317800E+00  7.71805140E-02
   3.28095585E+00  1.24568666E+00  7.21685414E-02
   3.28845882E+00  1.24664973E+00  6.64492740E-02
   3.29596274E+00  1.23597820E+00  6.00745866E-02
   3.30346762E+00  1.21369274E+00  5.31035777E-02
   3.31097345E+00  1.17992567E+00  4.56020922E-02
   3.31848022E+00  1.13492190E+00  3.76421619E-02
   3.32598793E+00  1.07903865E+00  2.93013651E-02
   3.33349658E+00  1.01274405E+00  2.06621131E-02
   3.34100616E+00  9.36614549E-01  1.18108675E-02
   3.34851667E+00  8.51331127E-01  2.83729580E-03
   3.35602811E+00  7.57674300E-01 -6.16662662E-03
   3.36354047E+00  6.56517984E-01 -1.51075596E-02
   3.37105375E+00  5.48822207E-01 -2.38917769E-02
   3.37856794E+00  4.35624740E-01 -3.24261706E-02
   3.38608304E+00  3.18031710E-01 -4.06192696E-02
   3.39359905E+00  1.97207257E-01 -4.83822616E-02
   3.40111596E+00  7.43623396E-02 -5.56300071E-02
   3.40863378E+00 -4.92572258E-02 -6.22820324E-02
   3.41615249E+00 -1.72383357E-01 -6.82634909E-02
   3.42367209E+00 -2.93738827E-01 -7.35060799E-02
   3.43119258E+00 -4.12050761E-01 -7.79489012E-02
   3.43871395E+00 -5.26064381E-01 -8.15392545E-02
   3.44623621E+00 -6.34556841E-01 -8.42333525E-02
   3.45375934E+00 -7.36350991E-01 -8.59969467E-02
   3.46128335E+00 -8.30328930E-01 -8.68058560E-02
   3.46880823E+00 -9.15445161E-01 -8.66463876E-02
   3.47633398E+00 -9.90739210E-01 -8.55156442E-02
   3.48386059E+00 -1.05534754E+00 -8.34217110E-02
   3.49138806E+00 -1.10851459E+00 -8.03837166E-02
   3.49891639E+00 -1.14960283E+00 -7.64317655E-02
   3.50644558E+00 -1.17810163E+00 -7.16067394E-02
   3.51397561E+00 -1.19363490E+00 -6.59599666E-02
   3.52150649E+00 -1.19596726E+00 -5.95527624E-02
   3.52903822E+00 -1.18500874E+00 -5.24558400E-02
   3.53657078E+00 -1.16081791E+00 -4.47486004E-02
   3.54410419E+00 -1.12360326E+00 -3.65183038E-02
   3.55163842E+00 -1.07372293E+00 -2.78591330E-02
   3.55917349E+00 -1.01168268E+00 -1.88711559E-02
   3.56670939E+00 -9.38131977E-01 -9.65920033E-03
   3.57424611E+00 -8.53858473E-01 -3.31650488E-04
   3.58178365E+00 -7.59780624E-01  9.00081882E-03
   3.58932200E+00 -6.56938682E-01  1.82265573E-02
   3.59686118E+00 -5.46484059E-01  2.72342875E-02
   3.60440116E+00 -4.29667176E-01  3.59144699E-02
   3.61194195E+00 -3.07823913E-01  4.41606681E-02
   3.61948355E+00 -1.82360809E-01  5.18708969E-02
   3.62702595E+00 -5.47391417E-02  5.89489354E-02
   3.63456915E+00  7.35419052E-02  6.53055880E-02
   3.64211315E+00  2.00962823E-01  7.08598759E-02
   3.64965793E+00  3.26001887E-01  7.55401435E-02
   3.65720351E+00  4.47153590E-01  7.92850621E-02
   3.66474988E+00  5.62947161E-01  8.20445179E-02
   3.67229703E+00  6.71964952E-01  8.37803694E-02
   3.67984496E+00  7.72860448E-01  8.44670630E-02
   3.68739366E+00  8.64375677E-01  8.40920952E-02
   3.69494315E+00  9.45357769E-01  8.26563139E-02
   3.70249340E+00  1.01477446E+00  8.01740508E-02
   3.71004443E+00  1.07172829E+00  7.66730807E-02
   3.71759622E+00  1.11546936E+00  7.21944064E-02
   3.72514877E+00  1.14540635E+00  6.67918665E-02
   3.73270209E+00  1.16111570E+00  6.05315711E-02
   3.74025616E+00  1.16234882E+00  5.34911676E-02
   3.74781099E+00  1.14903715E+00  4.57589462E-02
   3.75536657E+00  1.12129492E+00  3.74327908E-02
   3.76292290E+00  1.07941971E+00  2.86189912E-02
   3.77047997E+00  1.02389058E+00  1.94309258E-02
   3.77803779E+00  9.55363800E-01  9.98763470E-03
   3.78559635E+00  8.74666300E-01  4.12297249E-04
   3.79315565E+00  7.82786737E-01 -9.16936471E-03
   3.80071568E+00  6.80864366E-01 -1.86307382E-02
   3.80827645E+00  5.70175769E-01 -2.78460031E-02
   3.81583795E+00  4.52119610E-01 -3.66918270E-02
   3.82340017E+00  3.28199580E-01 -4.50490465E-02
   3.83096312E+00  2.00005725E-01 -5.28043133E-02
   3.83852679E+00  6.91943859E-02 -5.98516805E-02
   3.84609118E+00 -6.25329922E-02 -6.60941074E-02
   3.85365629E+00 -1.93451936E-01 -7.14448599E-02
   3.86122211E+00 -3.21837597E-01 -7.58287861E-02
   3.86878865E+00 -4.45987703E-01 -7.91834476E-02
   3.87635589E+00 -5.64245484E-01 -8.14600880E-02
   3.88392384E+00 -6.75022271E-01 -8.26244231E-02
   3.89149249E+00 -7.76819452E-01 -8.26572402E-02
   3.89906185E+00 -8.68249473E-01 -8.15547928E-02
   3.90663190E+00 -9.48055577E-01 -7.93289852E-02
   3.91420265E+00 -1.01513000E+00 -7.60073398E-02
   3.92177409E+00 -1.06853035E+00 -7.16327444E-02
   3.92934623E+00 -1.10749390E+00 -6.62629812E-02
   3.93691905E+00 -1.13144957E+00 -5.99700404E-02
   3.94449256E+00 -1.14002746E+00 -5.28392254E-02
   3.95206676E+00 -1.13306562E+00 -4.49680594E-02
   3.95964163E+00 -1.11061411E+00 -3.64650074E-02
   3.96721719E+00 -1.07293608E+00 -2.74480279E-02
   3.97479342E+00 -1.02050597E+00 -1.80429746E-02
   3.98237033E+00 -9.54004685E-01 -8.38186731E-03
   3.98994791E+00 -8.74311820E-01  1.39894219E-03
   3.99752616E+00 -7.82495070E-01  1.11606868E-02
   4.00510507E+00 -6.79796824E-01  2.07641545E-02
   4.01268465E+00 -5.67618173E-01  3.00716854E-02
   4.02026489E+00 -4.47500495E-01  3.89491664E-02
   4.02784580E+00 -3.21104863E-01  4.72679945E-02
   4.03542736E+00 -1.90189531E-01  5.49069793E-02
   4.04300957E+00 -5.65857969E-02  6.17541563E-02
   4.05059244E+00  7.78274189E-02  6.77084830E-02
   4.05817596E+00  2.11149949E-01  7.26813919E-02
   4.06576013E+00  3.41487321E-01  7.65981745E-02
   4.07334495E+00  4.66977899E-01  7.93991761E-02
   4.08093041E+00  5.85819816E-01  8.10407782E-02
   4.08851651E+00  6.96297322E-01  8.14961546E-02
   4.09610326E+00  7.96806141E-01  8.07557857E-02
   4.10369064E+00  8.85877464E-01  7.88277197E-02
   4.11127865E+00  9.62200203E-01  7.57375765E-02
   4.11886730E+00  1.02464116E+00  7.15282880E-02
   4.12645658E+00  1.07226282E+00  6.62595794E-02
   4.13404649E+00  1.10433837E+00  6.00071924E-02
   4.14163702E+00  1.12036390E+00  5.28618627E-02
   4.14922818E+00  1.12006729E+00  4.49280623E-02
   4.15681997E+00  1.10341388E+00  3.63225240E-02
   4.16441237E+00  1.07060865E+00  2.71725677E-02
   4.17200539E+00  1.02209484E+00  1.76142522E-02
   4.17959903E+00  9.58549061E-01  7.79037843E-03
   4.18719328E+00  8.80872873E-01 -2.15162707E-03
   4.19478814E+00  7.90180961E-01 -1.20619167E-02
   4.20238362E+00  6.87785990E-01 -2.17904823E-02
   4.20997970E+00  5.75180382E-01 -3.11894371E-02
   4.21757639E+00  4.54015231E-01 -4.01152844E-02
   4.22517368E+00  3.26076656E-01 -4.84311375E-02
   4.23277157E+00  1.93259909E-01 -5.60088563E-02
   4.24037006E+00  5.75416107E-02 -6.27310676E-02
   4.24796915E+00 -7.90494764E-02 -6.84930348E-02
   4.25556884E+00 -2.14462718E-01 -7.32043478E-02
   4.26316912E+00 -3.46656466E-01 -7.67904048E-02
   4.27076999E+00 -4.73629040E-01 -7.91936607E-02
   4.27837145E+00 -5.93449364E-01 -8.03746199E-02
   4.28597350E+00 -7.04286768E-01 -8.03125563E-02
   4.29357614E+00 -8.04439517E-01 -7.90059464E-02
   4.30117936E+00 -8.92361585E-01 -7.64726046E-02
   4.30878316E+00 -9.66687261E-01 -7.27495181E-02
   4.31638754E+00 -1.02625318E+00 -6.78923791E-02
   4.32399250E+00 -1.07011744E+00 -6.19748195E-02
   4.33159804E+00 -1.09757536E+00 -5.50873579E-02
   4.33920415E+00 -1.10817185E+00 -4.73360719E-02
   4.34681083E+00 -1.10170984E+00 -3.88410151E-02
   4.35441808E+00 -1.07825492E+00 -2.97344010E-02
   4.36202591E+00 -1.03813579E+00 -2.01585809E-02
   4.36963430E+00 -9.81940754E-01 -1.02638456E-02
   4.37724325E+00 -9.10510005E-01 -2.06085848E-04
   4.38485277E+00 -8.24924009E-01  9.85565471E-03
   4.39246285E+00 -7.26487988E-01  1.97616934E-02
   4.40007349E+00 -6.16712770E-01  2.93542511E-02
   4.40768468E+00 -4.97292261E-01  3.84799820E-02
   4.41529644E+00 -3.70077873E-01  4.69924507E-02
   4.42290874E+00 -2.37050268E-01  5.47545147E-02
   4.43052160E+00 -1.00288864E-01  6.16405747E-02
   4.43813501E+00  3.80604567E-02  6.75386538E-02
   4.44574897E+00  1.75818920E-01  7.23522718E-02
   4.45336348E+00  3.10809198E-01  7.60020805E-02
   4.46097853E+00  4.40889970E-01  7.84272339E-02
   4.46859413E+00  5.63990153E-01  7.95864664E-02
   4.47621026E+00  6.78142259E-01  7.94588603E-02
   4.48382694E+00  7.81514319E-01  7.80442880E-02
   4.49144416E+00  8.72439869E-01  7.53635167E-02
   4.49906191E+00  9.49445479E-01  7.14579744E-02
   4.50668020E+00  1.01127538E+00  6.63891750E-02
   4.51429902E+00  1.05691273E+00  6.02378113E-02
   4.52191837E+00  1.08559723E+00  5.31025282E-02
   4.52953825E+00  1.09683862E+00  4.50983919E-02
   4.53715866E+00  1.09042602E+00  3.63550800E-02
   4.54477960E+00  1.06643268E+00  2.70148193E-02
   4.55240106E+00  1.02521623E+00  1.72301030E-02
   4.56002305E+00  9.67414344E-01  7.16122449E-03
   4.56764556E+00  8.93935671E-01 -3.02633344E-03
   4.57526858E+00  8.05946458E-01 -1.31646117E-02
   4.58289213E+00  7.04852773E-01 -2.30859458E-02
   4.59051619E+00  5.92278726E-01 -3.26257486E-02
   4.59814077E+00  4.70040987E-01 -4.16252588E-02
   4.60576586E+00  3.40119964E-01 -4.99342091E-02
   4.61339146E+00  2.04628123E-01 -5.74133684E-02
   4.62101758E+00  6.57759330E-02 -6.39369143E-02
   4.62864420E+00 -7.41640161E-02 -6.93945962E-02
   4.63627133E+00 -2.12894147E-01 -7.36936487E-02
   4.64389897E+00 -3.48129665E-01 -7.67604237E-02
   4.65152711E+00 -4.77636352E-01 -7.85417102E-02
   4.65915575E+00 -5.99267749E-01 -7.90057175E-02
   4.66678489E+00 -7.11001111E-01 -7.81427031E-02
   4.67441454E+00 -8.10971521E-01 -7.59652321E-02
   4.68204468E+00 -8.97503579E-01 -7.25080605E-02
   4.68967531E+00 -9.69140123E-01 -6.78276423E-02
   4.69730645E+00 -1.02466748E+00 -6.20012666E-02
   4.70493807E+00 -1.06313678E+00 -5.51258352E-02
   4.71257019E+00 -1.08388098E+00 -4.73163007E-02
   4.72020280E+00 -1.08652729E+00 -3.87037889E-02
   4.72783589E+00 -1.07100462E+00 -2.94334342E-02
   4.73546948E+00 -1.03754616E+00 -1.96619656E-02
   4.74310355E+00 -9.86686716E-01 -9.55508021E-03
   4.75073810E+00 -9.19255034E-01  7.15350294E-04
   4.75837314E+00 -8.36361064E-01  1.09741941E-02
   4.76600866E+00 -7.39378438E-01  2.10460453E-02
   4.77364466E+00 -6.29922368E-01  3.07582302E-02
   4.78128114E+00 -5.09823334E-01  3.99437833E-02
   4.78891809E+00 -3.81096972E-01  4.84443395E-02
   4.79655552E+00 -2.45910656E-01  5.61128943E-02
   4.80419343E+00 -1.06547310E-01  6.28163814E-02
   4.81183181E+00  3.46329438E-02  6.84380233E-02
   4.81947066E+00  1.75232656E-01  7.28794118E-02
   4.82710998E+00  3.12857778E-01  7.60622813E-02
   4.83474977E+00  4.45158545E-01  7.79299410E-02
   4.84239002E+00  5.69869822E-01  7.84483403E-02
   4.85003075E+00  6.84850206E-01  7.76067459E-02
   4.85767193E+00  7.88119220E-01  7.54180158E-02
   4.86531358E+00  8.77891920E-01  7.19184639E-02
   4.87295570E+00  9.52610334E-01  6.71673148E-02
   4.88059827E+00  1.01097114E+00  6.12457552E-02
   4.88824130E+00  1.05194910E+00  5.42555964E-02
   4.89588479E+00  1.07481581E+00  4.63175701E-02
   4.90352873E+00  1.07915341E+00  3.75692828E-02
   4.91117313E+00  1.06486299E+00  2.81628654E-02
   4.91881799E+00  1.03216749E+00  1.82623554E-02
   4.92646330E+00  9.81609082E-01  8.04085795E-03
   4.93410905E+00  9.14040926E-01 -2.32246690E-03
   4.94175526E+00  8.30613518E-01 -1.26455377E-02
   4.94940192E+00  7.32755776E-01 -2.27465511E-02
   4.95704902E+00  6.22151183E-01 -3.24471920E-02
   4.96469657E+00  5.00709372E-01 -4.15757961E-02
   4.97234456E+00  3.70533613E-01 -4.99704097E-02
   4.97999300E+00  2.33884765E-01 -5.74816915E-02
   4.98764188E+00  9.31422865E-02 -6.39756033E-02
   4.99529120E+00 -4.92370133E-02 -6.93358414E-02
   5.00294096E+00 -1.90761782E-01 -7.34659633E-02
   5.01059115E+00 -3.28949737E-01 -7.62911702E-02
   5.01824179E+00 -4.61371325E-01 -7.77597119E-02
   5.02589286E+00 -5.85692654E-01 -7.78438864E-02
   5.03354436E+00 -6.99716939E-01 -7.65406140E-02
   5.04119630E+00 -8.01423721E-01 -7.38715744E-02
   5.04884867E+00 -8.89005139E-01 -6.98829000E-02
   5.05650147E+00 -9.60898619E-01 -6.46444308E-02
   5.06415470E+00 -1.01581535E+00 -5.82485397E-02
   5.07180835E+00 -1.05276407E+00 -5.08085484E-02
   5.07946244E+00 -1.07106959E+00 -4.24567606E-02
   5.08711695E+00 -1.07038592E+00 -3.33421438E-02
   5.09477188E+00 -1.05070345E+00 -2.36277023E-02
   5.10242724E+00 -1.01235030E+00 -1.34875855E-02
   5.11008302E+00 -9.55987540E-01 -3.10398242E-03
   5.11773922E+00 -8.82598537E-01  7.33614109E-03
   5.12539584E+00 -7.93472452E-01  1.76444060E-02
   5.13305288E+00 -6.90182203E-01  2.76344227E-02
   5.14071034E+00 -5.74557259E-01  3.71251720E-02
   5.14836821E+00 -4.48651711E-01  4.59443019E-02
   5.15602650E+00 -3.14708184E-01  5.39312814E-02
   5.16368520E+00 -1.75118205E-01  6.09403512E-02
   5.17134432E+00 -3.23797292E-02  6.68432183E-02
   5.17900385E+00  1.10947428E-01  7.15314428E-02
   5.18666378E+00  2.52287465E-01  7.49184727E-02
   5.19432413E+00  3.89094935E-01  7.69412872E-02
   5.20198488E+00  5.18900749E-01  7.75616167E-02
   5.20964605E+00  6.39356968E-01  7.67667154E-02
   5.21730761E+00  7.48279608E-01  7.45696689E-02
   5.22496958E+00  8.43688633E-01  7.10092315E-02
   5.23263196E+00  9.23844432E-01  6.61491904E-02
   5.24029474E+00  9.87280065E-01  6.00772695E-02
   5.24795792E+00  1.03282870E+00  5.29035886E-02
   5.25562150E+00  1.05964572E+00  4.47587053E-02
   5.26328548E+00  1.06722498E+00  3.57912729E-02
   5.27094985E+00  1.05540912E+00  2.61653567E-02
   5.27861463E+00  1.02439335E+00  1.60574555E-02
   5.28627980E+00  9.74723034E-01  5.65328309E-03
   5.29394536E+00  9.07284707E-01 -4.85563278E-03
   5.30161132E+00  8.23290906E-01 -1.52754717E-02
   5.30927767E+00  7.24258950E-01 -2.54136972E-02
   5.31694442E+00  6.11984062E-01 -3.50826223E-02
   5.32461155E+00  4.88507296E-01 -4.41028989E-02
   5.33227907E+00  3.56078831E-01 -5.23068649E-02
