 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   1.3011937171E+01  2.3368511601E-01  2.3368511811E-01  8.9608E-09
   1.3019092164E+01  2.3345755152E-01  2.3345755112E-01  1.7181E-09
   1.3022600719E+01  2.3334601790E-01  2.3334601751E-01  1.6617E-09
   1.3029756285E+01  2.3311866333E-01  2.3311866542E-01  8.9750E-09
   1.3041328023E+01  2.3275133712E-01  2.3275133620E-01  3.9603E-09
   1.3055318280E+01  2.3230780635E-01  2.3230780687E-01  2.1995E-09
   1.3069308537E+01  2.3186489661E-01  2.3186489572E-01  3.8486E-09
   1.3080880276E+01  2.3149902259E-01  2.3149902461E-01  8.7133E-09
   1.3088035842E+01  2.3127299117E-01  2.3127299079E-01  1.6706E-09
   1.3091544676E+01  2.3116220949E-01  2.3116220912E-01  1.6153E-09
   1.3098700809E+01  2.3093638884E-01  2.3093639086E-01  8.7261E-09
   1.3110273465E+01  2.3057154324E-01  2.3057154235E-01  3.8501E-09
   1.3124264831E+01  2.3013101155E-01  2.3013101205E-01  2.1384E-09
   1.3138256197E+01  2.2969110090E-01  2.2969110004E-01  3.7421E-09
   1.3149828853E+01  2.2932770750E-01  2.2932770945E-01  8.4720E-09
   1.3156984986E+01  2.2910321002E-01  2.2910320965E-01  1.6250E-09
   1.3160494097E+01  2.2899318069E-01  2.2899318033E-01  1.5707E-09
   1.3167650791E+01  2.2876889475E-01  2.2876889670E-01  8.4846E-09
   1.3179224355E+01  2.2840653103E-01  2.2840653017E-01  3.7438E-09
   1.3193216819E+01  2.2796899988E-01  2.2796900035E-01  2.0793E-09
   1.3207209283E+01  2.2753208970E-01  2.2753208887E-01  3.6379E-09
   1.3218782846E+01  2.2717117803E-01  2.2717117990E-01  8.2367E-09
   1.3225939541E+01  2.2694821513E-01  2.2694821477E-01  1.5796E-09
   1.3229448926E+01  2.2683893846E-01  2.2683893811E-01  1.5272E-09
   1.3236606176E+01  2.2661618785E-01  2.2661618972E-01  8.2494E-09
   1.3248180638E+01  2.2625630694E-01  2.2625630611E-01  3.6400E-09
   1.3262174189E+01  2.2582177741E-01  2.2582177786E-01  2.0216E-09
   1.3276167739E+01  2.2538786871E-01  2.2538786791E-01  3.5371E-09
   1.3287742202E+01  2.2502943955E-01  2.2502944135E-01  8.0081E-09
   1.3294899452E+01  2.2480801170E-01  2.2480801135E-01  1.5352E-09
   1.3298409108E+01  2.2469948789E-01  2.2469948756E-01  1.4851E-09
   1.3305566908E+01  2.2447827303E-01  2.2447827483E-01  8.0203E-09
   1.3317142260E+01  2.2412087555E-01  2.2412087476E-01  3.5389E-09
   1.3331136886E+01  2.2368934834E-01  2.2368934878E-01  1.9655E-09
   1.3345131512E+01  2.2325844175E-01  2.2325844098E-01  3.4387E-09
   1.3356706864E+01  2.2290249556E-01  2.2290249729E-01  7.7856E-09
   1.3363864664E+01  2.2268260301E-01  2.2268260268E-01  1.4931E-09
   1.3367374588E+01  2.2257483220E-01  2.2257483188E-01  1.4432E-09
   1.3374532934E+01  2.2235515328E-01  2.2235515501E-01  7.7975E-09
   1.3386109166E+01  2.2200023955E-01  2.2200023878E-01  3.4407E-09
   1.3400104857E+01  2.2157171494E-01  2.2157171536E-01  1.9111E-09
   1.3414100547E+01  2.2114381069E-01  2.2114380995E-01  3.3432E-09
   1.3425676780E+01  2.2079034761E-01  2.2079034928E-01  7.5692E-09
   1.3432835125E+01  2.2057199043E-01  2.2057199011E-01  1.4516E-09
   1.3436345315E+01  2.2046497262E-01  2.2046497231E-01  1.4035E-09
   1.3443504199E+01  2.2024682966E-01  2.2024683133E-01  7.5806E-09
   1.3455081304E+01  2.1989439965E-01  2.1989439892E-01  3.3445E-09
   1.3469078048E+01  2.1946887757E-01  2.1946887798E-01  1.8578E-09
   1.3483074793E+01  2.1904397551E-01  2.1904397479E-01  3.2503E-09
   1.3494651897E+01  2.1869299534E-01  2.1869299695E-01  7.3584E-09
   1.3501810782E+01  2.1847617339E-01  2.1847617309E-01  1.4110E-09
   1.3505321234E+01  2.1836990851E-01  2.1836990821E-01  1.3645E-09
   1.3512480652E+01  2.1815330133E-01  2.1815330293E-01  7.3698E-09
   1.3524058620E+01  2.1780335471E-01  2.1780335400E-01  3.2519E-09
   1.3538056408E+01  2.1738083467E-01  2.1738083506E-01  1.8061E-09
   1.3552054196E+01  2.1695893424E-01  2.1695893355E-01  3.1595E-09
   1.3563632164E+01  2.1661043648E-01  2.1661043803E-01  7.1535E-09
   1.3570791582E+01  2.1639514942E-01  2.1639514913E-01  1.3719E-09
   1.3574302295E+01  2.1628963729E-01  2.1628963700E-01  1.3265E-09
   1.3581462241E+01  2.1607456549E-01  2.1607456703E-01  7.1642E-09
   1.3593041064E+01  2.1572710158E-01  2.1572710090E-01  3.1613E-09
   1.3607039885E+01  2.1530758272E-01  2.1530758310E-01  1.7559E-09
   1.3621038706E+01  2.1488868297E-01  2.1488868231E-01  3.0715E-09
   1.3632617529E+01  2.1454266679E-01  2.1454266829E-01  6.9538E-09
   1.3639777475E+01  2.1432891408E-01  2.1432891380E-01  1.3332E-09
   1.3643288446E+01  2.1422415442E-01  2.1422415414E-01  1.2893E-09
   1.3650448916E+01  2.1401061742E-01  2.1401061891E-01  6.9648E-09
   1.3662028584E+01  2.1366563524E-01  2.1366563459E-01  3.0728E-09
   1.3676028428E+01  2.1324911630E-01  2.1324911666E-01  1.7066E-09
   1.3690028273E+01  2.1283321591E-01  2.1283321527E-01  2.9852E-09
   1.3701607941E+01  2.1248968015E-01  2.1248968159E-01  6.7599E-09
   1.3708768411E+01  2.1227746105E-01  2.1227746078E-01  1.2967E-09
   1.3712279637E+01  2.1217345349E-01  2.1217345322E-01  1.2528E-09
   1.3719440625E+01  2.1196145050E-01  2.1196145193E-01  6.7699E-09
   1.3731021131E+01  2.1161894874E-01  2.1161894811E-01  2.9871E-09
   1.3745021988E+01  2.1120542805E-01  2.1120542840E-01  1.6591E-09
   1.3759022845E+01  2.1079252529E-01  2.1079252468E-01  2.9020E-09
   1.3770603352E+01  2.1045146847E-01  2.1045146986E-01  6.5710E-09
   1.3777764339E+01  2.1024078204E-01  2.1024078177E-01  1.2600E-09
   1.3781275818E+01  2.1013752610E-01  2.1013752584E-01  1.2182E-09
   1.3788437319E+01  2.0992705613E-01  2.0992705751E-01  6.5812E-09
   1.3800018655E+01  2.0958703315E-01  2.0958703254E-01  2.9038E-09
   1.3814020515E+01  2.0917650868E-01  2.0917650902E-01  1.6129E-09
   1.3828022376E+01  2.0876660144E-01  2.0876660085E-01  2.8209E-09
   1.3839603712E+01  2.0842802176E-01  2.0842802309E-01  6.3876E-09
   1.3846765212E+01  2.0821886686E-01  2.0821886660E-01  1.2252E-09
   1.3850276942E+01  2.0811636197E-01  2.0811636172E-01  1.1841E-09
   1.3857438950E+01  2.0790742385E-01  2.0790742518E-01  6.3975E-09
   1.3869021108E+01  2.0756987769E-01  2.0756987711E-01  2.8227E-09
   1.3883023961E+01  2.0716234702E-01  2.0716234734E-01  1.5679E-09
   1.3897026815E+01  2.0675543279E-01  2.0675543222E-01  2.7421E-09
   1.3908608973E+01  2.0641932812E-01  2.0641932940E-01  6.2084E-09
   1.3915770981E+01  2.0621170341E-01  2.0621170316E-01  1.1911E-09
   1.3919282959E+01  2.0610994891E-01  2.0610994867E-01  1.1508E-09
   1.3926445470E+01  2.0590254124E-01  2.0590254252E-01  6.2181E-09
   1.3938028441E+01  2.0556746964E-01  2.0556746907E-01  2.7433E-09
   1.3952032279E+01  2.0516292993E-01  2.0516293024E-01  1.5241E-09
   1.3966036116E+01  2.0475900582E-01  2.0475900528E-01  2.6654E-09
   1.3977619087E+01  2.0442537373E-01  2.0442537496E-01  6.0349E-09
   1.3984781599E+01  2.0421927767E-01  2.0421927743E-01  1.1581E-09
   1.3988293822E+01  2.0411827279E-01  2.0411827256E-01  1.1186E-09
   1.3995456832E+01  2.0391239400E-01  2.0391239524E-01  6.0439E-09
   1.4007040609E+01  2.0357979435E-01  2.0357979381E-01  2.6669E-09
   1.4021045420E+01  2.0317824242E-01  2.0317824272E-01  1.4815E-09
   1.4035050232E+01  2.0277730517E-01  2.0277730464E-01  2.5908E-09
   1.4046634009E+01  2.0244614288E-01  2.0244614407E-01  5.8659E-09
   1.4053797019E+01  2.0224157375E-01  2.0224157352E-01  1.1251E-09
   1.4057309485E+01  2.0214131764E-01  2.0214131742E-01  1.0869E-09
   1.4064472988E+01  2.0193696596E-01  2.0193696715E-01  5.8746E-09
   1.4076057563E+01  2.0160683535E-01  2.0160683483E-01  2.5921E-09
   1.4090063339E+01  2.0120826761E-01  2.0120826790E-01  1.4396E-09
   1.4104069116E+01  2.0081031356E-01  2.0081031305E-01  2.5177E-09
   1.4115653691E+01  2.0048161801E-01  2.0048161915E-01  5.7011E-09
   1.4122817194E+01  2.0027857387E-01  2.0027857365E-01  1.0935E-09
   1.4126329901E+01  2.0017906557E-01  2.0017906535E-01  1.0568E-09
   1.4133493894E+01  1.9997623902E-01  1.9997624016E-01  5.7100E-09
   1.4145079259E+01  1.9964857423E-01  1.9964857373E-01  2.5194E-09
   1.4159085991E+01  1.9925298672E-01  1.9925298699E-01  1.3994E-09
   1.4173092723E+01  1.9885801183E-01  1.9885801135E-01  2.4472E-09
   1.4184678088E+01  1.9853177963E-01  1.9853178073E-01  5.5413E-09
   1.4191842080E+01  1.9833025837E-01  1.9833025816E-01  1.0630E-09
   1.4195355026E+01  1.9823149683E-01  1.9823149662E-01  1.0273E-09
   1.4202519502E+01  1.9803019326E-01  1.9803019435E-01  5.5504E-09
   1.4214105650E+01  1.9770499076E-01  1.9770499028E-01  2.4490E-09
   1.4228113329E+01  1.9731237914E-01  1.9731237941E-01  1.3604E-09
   1.4242121008E+01  1.9692037902E-01  1.9692037855E-01  2.3787E-09
   1.4253707156E+01  1.9659660647E-01  1.9659660752E-01  5.3860E-09
   1.4260871632E+01  1.9639660578E-01  1.9639660557E-01  1.0326E-09
   1.4264384814E+01  1.9629858985E-01  1.9629858966E-01  9.9856E-10
   1.4271549770E+01  1.9609880690E-01  1.9609880796E-01  5.3939E-09
   1.4283136694E+01  1.9577606286E-01  1.9577606239E-01  2.3798E-09
   1.4297145310E+01  1.9538642242E-01  1.9538642267E-01  1.3220E-09
   1.4311153926E+01  1.9499739228E-01  1.9499739183E-01  2.3115E-09
   1.4322740850E+01  1.9467607537E-01  1.9467607639E-01  5.2342E-09
   1.4329905806E+01  1.9447759275E-01  1.9447759256E-01  1.0037E-09
   1.4333419221E+01  1.9438032121E-01  1.9438032102E-01  9.7024E-10
   1.4340584653E+01  1.9418205634E-01  1.9418205736E-01  5.2424E-09
   1.4352172344E+01  1.9386176659E-01  1.9386176614E-01  2.3129E-09
   1.4366181889E+01  1.9347509226E-01  1.9347509251E-01  1.2851E-09
   1.4380191434E+01  1.9308902697E-01  1.9308902654E-01  2.2464E-09
   1.4391779126E+01  1.9277016140E-01  1.9277016238E-01  5.0872E-09
   1.4398944557E+01  1.9257319417E-01  1.9257319398E-01  9.7587E-10
   1.4402458205E+01  1.9247666568E-01  1.9247666550E-01  9.4291E-10
   1.4409624107E+01  1.9227991617E-01  1.9227991715E-01  5.0952E-09
   1.4421212559E+01  1.9196207628E-01  1.9196207585E-01  2.2479E-09
   1.4435223024E+01  1.9157836262E-01  1.9157836286E-01  1.2487E-09
   1.4449233489E+01  1.9119525667E-01  1.9119525625E-01  2.1834E-09
   1.4460821942E+01  1.9087883783E-01  1.9087883878E-01  4.9440E-09
   1.4467987844E+01  1.9068338311E-01  1.9068338293E-01  9.4819E-10
   1.4471501721E+01  1.9058759625E-01  1.9058759608E-01  9.1651E-10
   1.4478668089E+01  1.9039235919E-01  1.9039236013E-01  4.9519E-09
   1.4490257296E+01  1.9007696441E-01  1.9007696399E-01  2.1846E-09
   1.4504268673E+01  1.8969620562E-01  1.8969620585E-01  1.2138E-09
   1.4518280049E+01  1.8931605313E-01  1.8931605273E-01  2.1218E-09
   1.4529869256E+01  1.8900207613E-01  1.8900207703E-01  4.8048E-09
   1.4537035624E+01  1.8880813086E-01  1.8880813069E-01  9.2177E-10
   1.4540549729E+01  1.8871308414E-01  1.8871308397E-01  8.9059E-10
   1.4547716558E+01  1.8851935642E-01  1.8851935733E-01  4.8124E-09
   1.4559306512E+01  1.8820640171E-01  1.8820640131E-01  2.1234E-09
   1.4573318792E+01  1.8782859165E-01  1.8782859187E-01  1.1799E-09
   1.4587331071E+01  1.8745138642E-01  1.8745138603E-01  2.0621E-09
   1.4598921025E+01  1.8713984605E-01  1.8713984693E-01  4.6692E-09
   1.4606087855E+01  1.8694740701E-01  1.8694740685E-01  8.9583E-10
   1.4609602185E+01  1.8685309882E-01  1.8685309866E-01  8.6524E-10
   1.4616769472E+01  1.8666087719E-01  1.8666087806E-01  4.6770E-09
   1.4628360166E+01  1.8635035723E-01  1.8635035684E-01  2.0633E-09
   1.4642373340E+01  1.8597548938E-01  1.8597548959E-01  1.1459E-09
   1.4656386515E+01  1.8560122483E-01  1.8560122446E-01  2.0035E-09
   1.4667977208E+01  1.8529211562E-01  1.8529211646E-01  4.5376E-09
   1.4675144496E+01  1.8510117939E-01  1.8510117923E-01  8.7036E-10
   1.4678659049E+01  1.8500760805E-01  1.8500760790E-01  8.4096E-10
   1.4685826790E+01  1.8481688905E-01  1.8481688989E-01  4.5453E-09
   1.4697418217E+01  1.8450879821E-01  1.8450879784E-01  2.0054E-09
   1.4711432278E+01  1.8413686573E-01  1.8413686594E-01  1.1142E-09
   1.4725446338E+01  1.8376553496E-01  1.8376553460E-01  1.9477E-09
   1.4737037765E+01  1.8345885114E-01  1.8345885195E-01  4.4101E-09
   1.4744205506E+01  1.8326941414E-01  1.8326941399E-01  8.4585E-10
   1.4747720281E+01  1.8317657789E-01  1.8317657774E-01  8.1710E-10
   1.4754888471E+01  1.8298735789E-01  1.8298735870E-01  4.4173E-09
   1.4766480624E+01  1.8268169029E-01  1.8268168994E-01  1.9486E-09
   1.4780495564E+01  1.8231268600E-01  1.8231268620E-01  1.0827E-09
   1.4794510503E+01  1.8194428176E-01  1.8194428141E-01  1.8927E-09
   1.4806102656E+01  1.8164001729E-01  1.8164001807E-01  4.2858E-09
   1.4813270846E+01  1.8145207575E-01  1.8145207560E-01  8.2221E-10
   1.4816785840E+01  1.8135997273E-01  1.8135997258E-01  7.9404E-10
   1.4823954475E+01  1.8117224794E-01  1.8117224872E-01  4.2924E-09
   1.4835547349E+01  1.8086899740E-01  1.8086899706E-01  1.8934E-09
   1.4849563158E+01  1.8050291378E-01  1.8050291397E-01  1.0521E-09
   1.4863578967E+01  1.8013742847E-01  1.8013742814E-01  1.8387E-09
   1.4875171841E+01  1.7983557703E-01  1.7983557778E-01  4.1649E-09
   1.4882340476E+01  1.7964912703E-01  1.7964912688E-01  7.9966E-10
   1.4885855687E+01  1.7955775530E-01  1.7955775516E-01  7.7118E-10
   1.4893024764E+01  1.7937152176E-01  1.7937152251E-01  4.1711E-09
   1.4904618350E+01  1.7907068184E-01  1.7907068151E-01  1.8401E-09
   1.4918635022E+01  1.7870751104E-01  1.7870751122E-01  1.0226E-09
   1.4932651694E+01  1.7834493676E-01  1.7834493644E-01  1.7874E-09
   1.4944245281E+01  1.7804549176E-01  1.7804549248E-01  4.0473E-09
   1.4951414357E+01  1.7786052920E-01  1.7786052907E-01  7.7609E-10
   1.4954929784E+01  1.7776988676E-01  1.7776988663E-01  7.4971E-10
   1.4962099297E+01  1.7758514034E-01  1.7758514106E-01  4.0538E-09
   1.4973693591E+01  1.7728670432E-01  1.7728670401E-01  1.7884E-09
   1.4987711117E+01  1.7692643817E-01  1.7692643834E-01  9.9386E-10
   1.5001728643E+01  1.7656676670E-01  1.7656676639E-01  1.7370E-09
   1.5013322937E+01  1.7626972128E-01  1.7626972197E-01  3.9330E-09
   1.5020492450E+01  1.7608624191E-01  1.7608624177E-01  7.5480E-10
   1.5024008091E+01  1.7599632665E-01  1.7599632652E-01  7.2939E-10
   1.5031178037E+01  1.7581306305E-01  1.7581306374E-01  3.9392E-09
   1.5042773031E+01  1.7551702396E-01  1.7551702366E-01  1.7378E-09
   1.5056791405E+01  1.7515965397E-01  1.7515965413E-01  9.6546E-10
   1.5070809778E+01  1.7480287675E-01  1.7480287645E-01  1.6877E-09
   1.5082404772E+01  1.7450822380E-01  1.7450822447E-01  3.8215E-09
   1.5089574719E+01  1.7432622319E-01  1.7432622306E-01  7.3282E-10
   1.5093090570E+01  1.7423703294E-01  1.7423703282E-01  7.0815E-10
   1.5100260946E+01  1.7405524772E-01  1.7405524839E-01  3.8277E-09
   1.5111856635E+01  1.7376159833E-01  1.7376159803E-01  1.6887E-09
   1.5125875847E+01  1.7340711570E-01  1.7340711586E-01  9.3850E-10
   1.5139895060E+01  1.7305322388E-01  1.7305322359E-01  1.6400E-09
   1.5151490749E+01  1.7276095603E-01  1.7276095668E-01  3.7141E-09
   1.5158661124E+01  1.7258042961E-01  1.7258042949E-01  7.1311E-10
   1.5162177186E+01  1.7249196212E-01  1.7249196200E-01  6.8782E-10
   1.5169347987E+01  1.7231165066E-01  1.7231165130E-01  3.7196E-09
   1.5180944363E+01  1.7202038348E-01  1.7202038319E-01  1.6408E-09
   1.5194964408E+01  1.7166877910E-01  1.7166877926E-01  9.1149E-10
   1.5208984453E+01  1.7131776352E-01  1.7131776325E-01  1.5935E-09
   1.5220580829E+01  1.7102787316E-01  1.7102787377E-01  3.6083E-09
   1.5227751631E+01  1.7084881619E-01  1.7084881607E-01  6.9232E-10
   1.5231267899E+01  1.7076106912E-01  1.7076106901E-01  6.6888E-10
   1.5238439122E+01  1.7058222666E-01  1.7058222728E-01  3.6143E-09
   1.5250036181E+01  1.7029333396E-01  1.7029333368E-01  1.5942E-09
   1.5264057050E+01  1.6994459844E-01  1.6994459859E-01  8.8599E-10
   1.5278077919E+01  1.6959644964E-01  1.6959644937E-01  1.5483E-09
   1.5289674978E+01  1.6930892889E-01  1.6930892949E-01  3.5065E-09
   1.5296846201E+01  1.6913133650E-01  1.6913133638E-01  6.7278E-10
   1.5300362675E+01  1.6904430746E-01  1.6904430735E-01  6.4984E-10
   1.5307534316E+01  1.6886692909E-01  1.6886692968E-01  3.5116E-09
   1.5319132051E+01  1.6858040288E-01  1.6858040262E-01  1.5490E-09
   1.5333153737E+01  1.6823452654E-01  1.6823452668E-01  8.6031E-10
   1.5347175424E+01  1.6788923476E-01  1.6788923451E-01  1.5047E-09
   1.5358773158E+01  1.6760407553E-01  1.6760407610E-01  3.4072E-09
   1.5365944799E+01  1.6742794268E-01  1.6742794257E-01  6.5364E-10
   1.5369461478E+01  1.6734162919E-01  1.6734162909E-01  6.3118E-10
   1.5376633533E+01  1.6716570985E-01  1.6716571042E-01  3.4123E-09
   1.5388231937E+01  1.6688154193E-01  1.6688154168E-01  1.5052E-09
   1.5402254434E+01  1.6653851476E-01  1.6653851490E-01  8.3622E-10
   1.5416276930E+01  1.6619606998E-01  1.6619606974E-01  1.4617E-09
   1.5427875335E+01  1.6591326392E-01  1.6591326447E-01  3.3107E-09
   1.5435047390E+01  1.6573858544E-01  1.6573858533E-01  6.3482E-10
   1.5438564271E+01  1.6565298496E-01  1.6565298486E-01  6.1351E-10
   1.5445736737E+01  1.6547851944E-01  1.6547851999E-01  3.3161E-09
   1.5457335805E+01  1.6519670136E-01  1.6519670112E-01  1.4630E-09
   1.5471359105E+01  1.6485651312E-01  1.6485651325E-01  8.1307E-10
   1.5485382404E+01  1.6451690503E-01  1.6451690479E-01  1.4204E-09
   1.5496981473E+01  1.6423644357E-01  1.6423644410E-01  3.2167E-09
   1.5504153939E+01  1.6406321414E-01  1.6406321404E-01  6.1738E-10
   1.5507671020E+01  1.6397832405E-01  1.6397832396E-01  5.9627E-10
   1.5514843893E+01  1.6380530701E-01  1.6380530754E-01  3.2222E-09
   1.5526443620E+01  1.6352583010E-01  1.6352582987E-01  1.4215E-09
   1.5540467715E+01  1.6318847025E-01  1.6318847038E-01  7.9008E-10
   1.5554491810E+01  1.6285168826E-01  1.6285168803E-01  1.3801E-09
   1.5566091537E+01  1.6257356261E-01  1.6257356312E-01  3.1258E-09
   1.5573264410E+01  1.6240177677E-01  1.6240177667E-01  5.9931E-10
   1.5576781691E+01  1.6231759440E-01  1.6231759430E-01  5.7941E-10
   1.5583954967E+01  1.6214602035E-01  1.6214602085E-01  3.1309E-09
   1.5595555347E+01  1.6186887571E-01  1.6186887548E-01  1.3813E-09
   1.5609580231E+01  1.6153433345E-01  1.6153433357E-01  7.6720E-10
   1.5623605115E+01  1.6120036671E-01  1.6120036649E-01  1.3405E-09
   1.5635205495E+01  1.6092456786E-01  1.6092456835E-01  3.0366E-09
   1.5642378771E+01  1.6075422002E-01  1.6075421993E-01  5.8285E-10
   1.5645896248E+01  1.6067074261E-01  1.6067074252E-01  5.6266E-10
   1.5653069925E+01  1.6050060594E-01  1.6050060643E-01  3.0425E-09
   1.5664670952E+01  1.6022578446E-01  1.6022578425E-01  1.3423E-09
   1.5678696618E+01  1.5989404873E-01  1.5989404885E-01  7.4614E-10
   1.5692722284E+01  1.5956288613E-01  1.5956288592E-01  1.3032E-09
   1.5704323311E+01  1.5928940486E-01  1.5928940533E-01  2.9506E-09
   1.5711496987E+01  1.5912048930E-01  1.5912048921E-01  5.6554E-10
   1.5715014660E+01  1.5903771405E-01  1.5903771396E-01  5.4706E-10
   1.5722188733E+01  1.5886900900E-01  1.5886900947E-01  2.9562E-09
   1.5733790401E+01  1.5859650136E-01  1.5859650116E-01  1.3039E-09
   1.5747816843E+01  1.5826756085E-01  1.5826756097E-01  7.2459E-10
   1.5761843285E+01  1.5793919103E-01  1.5793919083E-01  1.2659E-09
   1.5773444953E+01  1.5766801789E-01  1.5766801834E-01  2.8674E-09
   1.5780619026E+01  1.5750052877E-01  1.5750052868E-01  5.5034E-10
   1.5784136892E+01  1.5741845279E-01  1.5741845271E-01  5.3044E-10
   1.5791311359E+01  1.5725117350E-01  1.5725117395E-01  2.8718E-09
   1.5802913662E+01  1.5698097017E-01  1.5698096998E-01  1.2669E-09
   1.5816940873E+01  1.5665481332E-01  1.5665481343E-01  7.0365E-10
   1.5830968084E+01  1.5632922467E-01  1.5632922448E-01  1.2296E-09
   1.5842570387E+01  1.5606035003E-01  1.5606035047E-01  2.7858E-09
   1.5849744854E+01  1.5589428137E-01  1.5589428129E-01  5.3474E-10
   1.5853262912E+01  1.5581290174E-01  1.5581290166E-01  5.1556E-10
   1.5860437768E+01  1.5564704220E-01  1.5564704264E-01  2.7903E-09
   1.5872040703E+01  1.5537913346E-01  1.5537913327E-01  1.2306E-09
   1.5886068675E+01  1.5505574846E-01  1.5505574857E-01  6.8342E-10
   1.5900096648E+01  1.5473292914E-01  1.5473292895E-01  1.1946E-09
   1.5911699582E+01  1.5446634317E-01  1.5446634359E-01  2.7064E-09
   1.5918874439E+01  1.5430168887E-01  1.5430168879E-01  5.1955E-10
   1.5922392687E+01  1.5422100259E-01  1.5422100251E-01  5.0159E-10
   1.5929567930E+01  1.5405655668E-01  1.5405655710E-01  2.7120E-09
   1.5941171490E+01  1.5379093260E-01  1.5379093242E-01  1.1963E-09
   1.5955200218E+01  1.5347030742E-01  1.5347030752E-01  6.6461E-10
   1.5969228947E+01  1.5315024534E-01  1.5315024516E-01  1.1611E-09
   1.5980832506E+01  1.5288593802E-01  1.5288593842E-01  2.6300E-09
   1.5988007749E+01  1.5272269187E-01  1.5272269179E-01  5.0481E-10
   1.5991526186E+01  1.5264269588E-01  1.5264269580E-01  4.8797E-10
   1.5998701812E+01  1.5247965736E-01  1.5247965777E-01  2.6341E-09
   1.6010305991E+01  1.5221630784E-01  1.5221630766E-01  1.1622E-09
   1.6024335469E+01  1.5189843021E-01  1.5189843031E-01  6.4621E-10
   1.6038364947E+01  1.5158111307E-01  1.5158111290E-01  1.1283E-09
   1.6049969126E+01  1.5131907418E-01  1.5131907456E-01  2.5551E-09
   1.6057144753E+01  1.5115722985E-01  1.5115722978E-01  4.9045E-10
   1.6060663377E+01  1.5107792105E-01  1.5107792097E-01  4.7355E-10
   1.6067839383E+01  1.5091628358E-01  1.5091628397E-01  2.5601E-09
   1.6079444177E+01  1.5065519831E-01  1.5065519814E-01  1.1291E-09
   1.6093474398E+01  1.5034005575E-01  1.5034005584E-01  6.2747E-10
   1.6107504619E+01  1.5002547102E-01  1.5002547085E-01  1.0965E-09
   1.6119109412E+01  1.4976569017E-01  1.4976569054E-01  2.4830E-09
   1.6126285419E+01  1.4960524122E-01  1.4960524115E-01  4.7687E-10
   1.6129804229E+01  1.4952661644E-01  1.4952661637E-01  4.6027E-10
   1.6136980612E+01  1.4936637355E-01  1.4936637392E-01  2.4868E-09
   1.6148586015E+01  1.4910754206E-01  1.4910754190E-01  1.0969E-09
   1.6162616972E+01  1.4879512187E-01  1.4879512196E-01  6.1005E-10
   1.6176647930E+01  1.4848325680E-01  1.4848325665E-01  1.0657E-09
   1.6188253333E+01  1.4822572343E-01  1.4822572378E-01  2.4125E-09
   1.6195429716E+01  1.4806666331E-01  1.4806666324E-01  4.6272E-10
   1.6198948710E+01  1.4798871933E-01  1.4798871927E-01  4.4654E-10
   1.6206125467E+01  1.4782986446E-01  1.4782986481E-01  2.4161E-09
   1.6217731474E+01  1.4757327610E-01  1.4757327595E-01  1.0660E-09
   1.6231763163E+01  1.4726356537E-01  1.4726356546E-01  5.9265E-10
   1.6245794851E+01  1.4695440703E-01  1.4695440688E-01  1.0357E-09
   1.6257400858E+01  1.4669911039E-01  1.4669911073E-01  2.3448E-09
   1.6264577615E+01  1.4654143245E-01  1.4654143238E-01  4.4982E-10
   1.6268096792E+01  1.4646416601E-01  1.4646416594E-01  4.3390E-10
   1.6275273919E+01  1.4630669247E-01  1.4630669281E-01  2.3467E-09
   1.6286880526E+01  1.4605233643E-01  1.4605233628E-01  1.0351E-09
   1.6300912939E+01  1.4574532205E-01  1.4574532213E-01  5.7543E-10
   1.6314945351E+01  1.4543885728E-01  1.4543885713E-01  1.0047E-09
   1.6326551958E+01  1.4518578646E-01  1.4518578679E-01  2.2771E-09
   1.6333729085E+01  1.4502948395E-01  1.4502948389E-01  4.3705E-10
   1.6337248443E+01  1.4495289173E-01  1.4495289167E-01  4.2150E-10
   1.6344425938E+01  1.4479679274E-01  1.4479679307E-01  2.2806E-09
   1.6356033139E+01  1.4454465805E-01  1.4454465790E-01  1.0060E-09
   1.6370066270E+01  1.4424032671E-01  1.4424032679E-01  5.5901E-10
   1.6384099401E+01  1.4393654217E-01  1.4393654203E-01  9.7680E-10
   1.6395706602E+01  1.4368568612E-01  1.4368568644E-01  2.2127E-09
   1.6402884097E+01  1.4353075218E-01  1.4353075212E-01  4.2440E-10
   1.6406403634E+01  1.4345483081E-01  1.4345483075E-01  4.1006E-10
   1.6413581493E+01  1.4330009952E-01  1.4330009983E-01  2.2158E-09
   1.6425189284E+01  1.4305017503E-01  1.4305017489E-01  9.7728E-10
   1.6439223128E+01  1.4274851323E-01  1.4274851331E-01  5.4286E-10
   1.6453256972E+01  1.4244739540E-01  1.4244739526E-01  9.4838E-10
   1.6464864762E+01  1.4219874290E-01  1.4219874320E-01  2.1493E-09
   1.6472042621E+01  1.4204517057E-01  1.4204517051E-01  4.1274E-10
   1.6475562336E+01  1.4196991665E-01  1.4196991659E-01  3.9884E-10
   1.6482740557E+01  1.4181654607E-01  1.4181654638E-01  2.1529E-09
   1.6494348932E+01  1.4156882050E-01  1.4156882037E-01  9.4958E-10
   1.6508383483E+01  1.4126981458E-01  1.4126981465E-01  5.2750E-10
   1.6522418033E+01  1.4097134973E-01  1.4097134960E-01  9.2151E-10
