 # Test of the spline interpolation (output from subroutine SPLERR)
 #        x                y(x)          y_spline(x)      rel.dif.
   5.3567059402E+00  5.7194285983E-01  5.7194284791E-01  2.0846E-08
   5.3601401983E+00  5.7173643422E-01  5.7173642251E-01  2.0472E-08
   5.3671455465E+00  5.7131540539E-01  5.7131546807E-01  1.0970E-07
   5.3784743577E+00  5.7063525838E-01  5.7063523074E-01  4.8445E-08
   5.3921709153E+00  5.6981415636E-01  5.6981417182E-01  2.7142E-08
   5.4058674729E+00  5.6899436174E-01  5.6899433448E-01  4.7923E-08
   5.4171962841E+00  5.6831727192E-01  5.6831733363E-01  1.0859E-07
   5.4242016323E+00  5.6789902817E-01  5.6789901644E-01  2.0668E-08
   5.4276374285E+00  5.6769392256E-01  5.6769391104E-01  2.0289E-08
   5.4346458762E+00  5.6727559008E-01  5.6727565176E-01  1.0874E-07
   5.4459796999E+00  5.6659979837E-01  5.6659977116E-01  4.8021E-08
   5.4596823176E+00  5.6578395333E-01  5.6578396855E-01  2.6899E-08
   5.4733849352E+00  5.6496940621E-01  5.6496937938E-01  4.7482E-08
   5.4847187589E+00  5.6429664946E-01  5.6429671017E-01  1.0759E-07
   5.4917272066E+00  5.6388108182E-01  5.6388107027E-01  2.0480E-08
   5.4951645051E+00  5.6367729047E-01  5.6367727914E-01  2.0098E-08
   5.5021759806E+00  5.6326164248E-01  5.6326170317E-01  1.0774E-07
   5.5135147007E+00  5.6259018658E-01  5.6259015982E-01  4.7576E-08
   5.5272232381E+00  5.6177957443E-01  5.6177958940E-01  2.6644E-08
   5.5409317755E+00  5.6097025009E-01  5.6097022371E-01  4.7021E-08
   5.5522704956E+00  5.6030180551E-01  5.6030186521E-01  1.0654E-07
   5.5592819711E+00  5.5988890083E-01  5.5988888948E-01  2.0284E-08
   5.5627207372E+00  5.5968641723E-01  5.5968640609E-01  1.9899E-08
   5.5697351711E+00  5.5927344023E-01  5.5927349990E-01  1.0669E-07
   5.5810786755E+00  5.5860629795E-01  5.5860627164E-01  4.7111E-08
   5.5947929971E+00  5.5780089127E-01  5.5780090599E-01  2.6378E-08
   5.6085073187E+00  5.5699676164E-01  5.5699673571E-01  4.6542E-08
   5.6198508231E+00  5.5633260552E-01  5.5633266419E-01  1.0545E-07
   5.6268652570E+00  5.5592234892E-01  5.5592233776E-01  2.0080E-08
   5.6303054573E+00  5.5572116566E-01  5.5572115472E-01  1.9692E-08
   5.6373227827E+00  5.5531084439E-01  5.5531090303E-01  1.0560E-07
   5.6486709629E+00  5.5464799067E-01  5.5464796481E-01  4.6627E-08
   5.6623909378E+00  5.5384775853E-01  5.5384777299E-01  2.6102E-08
   5.6761109126E+00  5.5304879201E-01  5.5304876655E-01  4.6045E-08
   5.6874590929E+00  5.5238889773E-01  5.5238895535E-01  1.0433E-07
   5.6944764182E+00  5.5198127250E-01  5.5198126153E-01  1.9868E-08
   5.6979180204E+00  5.5178138130E-01  5.5178137055E-01  1.9478E-08
   5.7049381724E+00  5.5137369866E-01  5.5137375626E-01  1.0447E-07
   5.7162909238E+00  5.5071510548E-01  5.5071508008E-01  4.6127E-08
   5.7300164252E+00  5.4992001341E-01  5.4992002761E-01  2.5816E-08
   5.7437419265E+00  5.4912617485E-01  5.4912614985E-01  4.5533E-08
   5.7550946780E+00  5.4847051280E-01  5.4847056938E-01  1.0316E-07
   5.7621148299E+00  5.4806550042E-01  5.4806548965E-01  1.9650E-08
   5.7655578028E+00  5.4786689211E-01  5.4786688156E-01  1.9258E-08
   5.7725807188E+00  5.4746182919E-01  5.4746188574E-01  1.0330E-07
   5.7839379400E+00  5.4680746560E-01  5.4680744066E-01  4.5611E-08
   5.7976688454E+00  5.4601747558E-01  5.4601748951E-01  2.5522E-08
   5.8113997508E+00  5.4522872630E-01  5.4522870176E-01  4.5006E-08
   5.8227569720E+00  5.4457726401E-01  5.4457731954E-01  1.0196E-07
   5.8297798880E+00  5.4417484418E-01  5.4417483361E-01  1.9425E-08
   5.8332242013E+00  5.4397750871E-01  5.4397749835E-01  1.9031E-08
   5.8402498206E+00  5.4357504483E-01  5.4357510033E-01  1.0210E-07
   5.8516114137E+00  5.4292487703E-01  5.4292485255E-01  4.5080E-08
   5.8653476045E+00  5.4213994760E-01  5.4213996127E-01  2.5220E-08
   5.8790837954E+00  5.4135624553E-01  5.4135622146E-01  4.4465E-08
   5.8904453884E+00  5.4070894774E-01  5.4070900221E-01  1.0074E-07
   5.8974710078E+00  5.4030909844E-01  5.4030908807E-01  1.9194E-08
   5.9009166323E+00  5.4011302492E-01  5.4011301476E-01  1.8799E-08
   5.9079448963E+00  5.3971313768E-01  5.3971319212E-01  1.0087E-07
   5.9193107662E+00  5.3906712913E-01  5.3906710512E-01  4.4536E-08
   5.9330521279E+00  5.3828721556E-01  5.3828722897E-01  2.4911E-08
   5.9467934896E+00  5.3750851539E-01  5.3750849178E-01  4.3912E-08
   5.9581593595E+00  5.3686534416E-01  5.3686539756E-01  9.9480E-08
   5.9651876235E+00  5.3646804175E-01  5.3646803158E-01  1.8957E-08
   5.9686345309E+00  5.3627321849E-01  5.3627320853E-01  1.8562E-08
   5.9756653829E+00  5.3587588389E-01  5.3587593727E-01  9.9611E-08
   5.9870354378E+00  5.3523399544E-01  5.3523397190E-01  4.3980E-08
   6.0007818592E+00  5.3445904991E-01  5.3445906306E-01  2.4595E-08
   6.0145282806E+00  5.3368530326E-01  5.3368528013E-01  4.3348E-08
   6.0258983356E+00  5.3304621820E-01  5.3304627054E-01  9.8199E-08
   6.0329291875E+00  5.3265143751E-01  5.3265142754E-01  1.8716E-08
   6.0363773504E+00  5.3245785210E-01  5.3245784234E-01  1.8320E-08
   6.0434107352E+00  5.3206304462E-01  5.3206309694E-01  9.8327E-08
   6.0547848862E+00  5.3142523474E-01  5.3142521167E-01  4.3412E-08
   6.0685362598E+00  5.3065520658E-01  5.3065521946E-01  2.4273E-08
   6.0822876334E+00  5.2988636228E-01  5.2988633962E-01  4.2773E-08
   6.0936617844E+00  5.2925132070E-01  5.2925137198E-01  9.6895E-08
   6.1006951692E+00  5.2885903517E-01  5.2885902540E-01  1.8469E-08
   6.1041445610E+00  5.2866667449E-01  5.2866666494E-01  1.8074E-08
   6.1111804254E+00  5.2827436726E-01  5.2827441851E-01  9.7020E-08
   6.1225585863E+00  5.2764059219E-01  5.2764056959E-01  4.2835E-08
   6.1363148079E+00  5.2687542810E-01  5.2687544071E-01  2.3945E-08
   6.1500710294E+00  5.2611143242E-01  5.2611141022E-01  4.2189E-08
   6.1614491904E+00  5.2548038954E-01  5.2548043976E-01  9.5570E-08
   6.1684850547E+00  5.2509057135E-01  5.2509056178E-01  1.8219E-08
   6.1719356497E+00  5.2489942168E-01  5.2489941233E-01  1.7824E-08
   6.1789739420E+00  5.2450958655E-01  5.2450963674E-01  9.5693E-08
   6.1903560294E+00  5.2387980058E-01  5.2387977845E-01  4.2248E-08
   6.2041169979E+00  5.2311944491E-01  5.2311945726E-01  2.3613E-08
   6.2178779664E+00  5.2236024182E-01  5.2236022009E-01  4.1598E-08
   6.2292600537E+00  5.2173315102E-01  5.2173320019E-01  9.4226E-08
   6.2362983460E+00  5.2134577122E-01  5.2134576186E-01  1.7966E-08
   6.2397501193E+00  5.2115581831E-01  5.2115580915E-01  1.7571E-08
   6.2467907894E+00  5.2076842602E-01  5.2076847516E-01  9.4347E-08
   6.2581767222E+00  5.2014258167E-01  5.2014256001E-01  4.1653E-08
   6.2719423398E+00  5.1938697670E-01  5.1938698879E-01  2.3276E-08
   6.2857079574E+00  5.1863250816E-01  5.1863248690E-01  4.0998E-08
   6.2970938901E+00  5.1800932120E-01  5.1800936930E-01  9.2867E-08
   6.3041345603E+00  5.1762434984E-01  5.1762434067E-01  1.7709E-08
   6.3075874876E+00  5.1743557892E-01  5.1743556996E-01  1.7315E-08
   6.3146304871E+00  5.1705059927E-01  5.1705064735E-01  9.2985E-08
   6.3260201866E+00  5.1642864750E-01  5.1642862630E-01  4.1051E-08
   6.3397903584E+00  5.1567773369E-01  5.1567774552E-01  2.2935E-08
   6.3535605302E+00  5.1492793989E-01  5.1492791909E-01  4.0393E-08
   6.3649502298E+00  5.1430860709E-01  5.1430865414E-01  9.1493E-08
   6.3719932293E+00  5.1392601337E-01  5.1392600440E-01  1.7449E-08
   6.3754472872E+00  5.1373840929E-01  5.1373840052E-01  1.7057E-08
   6.3824925689E+00  5.1335581122E-01  5.1335585825E-01  9.1609E-08
   6.3938859592E+00  5.1273770169E-01  5.1273768095E-01  4.0443E-08
   6.4076605931E+00  5.1199141796E-01  5.1199142953E-01  2.2592E-08
   6.4214352269E+00  5.1124623760E-01  5.1124621726E-01  3.9783E-08
   6.4328286172E+00  5.1063070812E-01  5.1063075413E-01  9.0108E-08
   6.4398738989E+00  5.1025046053E-01  5.1025045176E-01  1.7187E-08
   6.4433290647E+00  5.1006400777E-01  5.1006399921E-01  1.6796E-08
   6.4503765829E+00  5.0968375955E-01  5.0968380553E-01  9.0222E-08
   6.4617735900E+00  5.0906944081E-01  5.0906942053E-01  3.9830E-08
   6.4755525966E+00  5.0832772483E-01  5.0832773614E-01  2.2246E-08
   6.4893316032E+00  5.0758709540E-01  5.0758707552E-01  3.9168E-08
   6.5007286104E+00  5.0697531743E-01  5.0697536240E-01  8.8713E-08
   6.5077761285E+00  5.0659738389E-01  5.0659737531E-01  1.6923E-08
   6.5112323801E+00  5.0641206667E-01  5.0641205830E-01  1.6534E-08
   6.5182820905E+00  5.0603413598E-01  5.0603418093E-01  8.8824E-08
   6.5296826427E+00  5.0542355573E-01  5.0542353591E-01  3.9213E-08
   6.5434659353E+00  5.0468634414E-01  5.0468635520E-01  2.1897E-08
   6.5572492279E+00  5.0395020220E-01  5.0395018277E-01  3.8549E-08
   6.5686497801E+00  5.0334212317E-01  5.0334216711E-01  8.7310E-08
   6.5756994905E+00  5.0296647114E-01  5.0296646276E-01  1.6657E-08
   6.5791568064E+00  5.0278227346E-01  5.0278226528E-01  1.6270E-08
   6.5862086659E+00  5.0240662759E-01  5.0240667151E-01  8.7419E-08
   6.5976126935E+00  5.0179973286E-01  5.0179971349E-01  3.8592E-08
   6.6114001880E+00  5.0106696156E-01  5.0106697236E-01  2.1547E-08
   6.6251876824E+00  5.0033524294E-01  5.0033522396E-01  3.7928E-08
   6.6365917101E+00  4.9973080974E-01  4.9973085267E-01  8.5900E-08
   6.6436435695E+00  4.9935740638E-01  4.9935739820E-01  1.6390E-08
   6.6471019290E+00  4.9917431209E-01  4.9917430410E-01  1.6006E-08
   6.6541558958E+00  4.9880091799E-01  4.9880096089E-01  8.6007E-08
   6.6655633313E+00  4.9819765534E-01  4.9819763643E-01  3.7968E-08
   6.6793549458E+00  4.9746925972E-01  4.9746927027E-01  2.1195E-08
   6.6931465603E+00  4.9674189979E-01  4.9674188126E-01  3.7305E-08
   6.7045539958E+00  4.9614105898E-01  4.9614110090E-01  8.4487E-08
   6.7116079625E+00  4.9576987123E-01  4.9576986324E-01  1.6122E-08
   6.7150673453E+00  4.9558786408E-01  4.9558785628E-01  1.5741E-08
   6.7221233787E+00  4.9521668854E-01  4.9521673044E-01  8.4591E-08
   6.7335341564E+00  4.9461700429E-01  4.9461698582E-01  3.7343E-08
   6.7473298115E+00  4.9389291945E-01  4.9389292974E-01  2.0843E-08
   6.7611254667E+00  4.9316985336E-01  4.9316983527E-01  3.6680E-08
   6.7725362443E+00  4.9257255132E-01  4.9257259224E-01  8.3070E-08
   6.7795922777E+00  4.9220354605E-01  4.9220353825E-01  1.5853E-08
   6.7830526642E+00  4.9202260976E-01  4.9202260215E-01  1.5475E-08
   6.7901107248E+00  4.9165361951E-01  4.9165366040E-01  8.3172E-08
   6.8015247808E+00  4.9105745987E-01  4.9105744184E-01  3.6716E-08
   6.8153243994E+00  4.9033762085E-01  4.9033763090E-01  2.0490E-08
   6.8291240181E+00  4.8961878372E-01  4.8961876607E-01  3.6055E-08
   6.8405380740E+00  4.8902496687E-01  4.8902500680E-01  8.1652E-08
   6.8475961346E+00  4.8865811098E-01  4.8865810336E-01  1.5585E-08
   6.8510575057E+00  4.8847822928E-01  4.8847822185E-01  1.5209E-08
   6.8581175552E+00  4.8811139109E-01  4.8811143099E-01  8.1752E-08
   6.8695348274E+00  4.8751870237E-01  4.8751868477E-01  3.6089E-08
   6.8833383345E+00  4.8680304437E-01  4.8680305417E-01  2.0137E-08
   6.8971418416E+00  4.8608837153E-01  4.8608835431E-01  3.5429E-08
   6.9085591138E+00  4.8549798646E-01  4.8549802542E-01  8.0234E-08
   6.9156191633E+00  4.8513324697E-01  4.8513323954E-01  1.5316E-08
   6.9190815005E+00  4.8495440367E-01  4.8495439642E-01  1.4943E-08
   6.9261435015E+00  4.8458968444E-01  4.8458972337E-01  8.0332E-08
   6.9375639296E+00  4.8400041322E-01  4.8400039606E-01  3.5462E-08
   6.9513712523E+00  4.8328887180E-01  4.8328888137E-01  1.9784E-08
   6.9651785750E+00  4.8257829896E-01  4.8257828216E-01  3.4805E-08
   6.9765990032E+00  4.8199129263E-01  4.8199133062E-01  7.8819E-08
   6.9836610042E+00  4.8162863679E-01  4.8162862955E-01  1.5047E-08
   6.9871242894E+00  4.8145081581E-01  4.8145080874E-01  1.4678E-08
   6.9941882057E+00  4.8108818271E-01  4.8108822067E-01  7.8915E-08
   7.0056117312E+00  4.8050227597E-01  4.8050225924E-01  3.4836E-08
   7.0194227986E+00  4.7979478720E-01  4.7979479653E-01  1.9432E-08
   7.0332338660E+00  4.7908825062E-01  4.7908823425E-01  3.4182E-08
   7.0446573915E+00  4.7850457046E-01  4.7850460750E-01  7.7406E-08
   7.0517213077E+00  4.7814396585E-01  4.7814395878E-01  1.4779E-08
   7.0551855235E+00  4.7796715126E-01  4.7796714437E-01  1.4413E-08
   7.0622513197E+00  4.7760657176E-01  4.7760660877E-01  7.7500E-08
   7.0736778855E+00  4.7702397704E-01  4.7702396072E-01  3.4211E-08
   7.0874926286E+00  4.7632047768E-01  4.7632048677E-01  1.9081E-08
   7.1013073717E+00  4.7561791436E-01  4.7561789839E-01  3.3561E-08
   7.1127339375E+00  4.7503750844E-01  4.7503754454E-01  7.5997E-08
   7.1197997338E+00  4.7467892301E-01  4.7467891612E-01  1.4511E-08
   7.1232648630E+00  4.7450309909E-01  4.7450309238E-01  1.4150E-08
   7.1303325049E+00  4.7414454109E-01  4.7414457716E-01  7.6089E-08
   7.1417620555E+00  4.7356520660E-01  4.7356519069E-01  3.3588E-08
   7.1555804072E+00  4.7286563428E-01  4.7286564314E-01  1.8731E-08
   7.1693987589E+00  4.7216698210E-01  4.7216696655E-01  3.2942E-08
   7.1808283095E+00  4.7158979924E-01  4.7158983442E-01  7.4594E-08
   7.1878959515E+00  4.7123320146E-01  4.7123319475E-01  1.4245E-08
   7.1913619775E+00  4.7105835272E-01  4.7105834617E-01  1.3887E-08
   7.1984314318E+00  4.7070178460E-01  4.7070181975E-01  7.4684E-08
   7.2098639132E+00  4.7012565936E-01  4.7012564386E-01  3.2968E-08
   7.2236858082E+00  4.6942995271E-01  4.6942996134E-01  1.8382E-08
   7.2375077033E+00  4.6873515059E-01  4.6873513544E-01  3.2326E-08
   7.2489401846E+00  4.6816114048E-01  4.6816117475E-01  7.3198E-08
   7.2560096389E+00  4.6780649932E-01  4.6780649278E-01  1.3979E-08
   7.2594765456E+00  4.6763261054E-01  4.6763260417E-01  1.3626E-08
   7.2665477797E+00  4.6727800124E-01  4.6727803549E-01  7.3286E-08
   7.2779831393E+00  4.6670503520E-01  4.6670502010E-01  3.2350E-08
   7.2918085141E+00  4.6601313397E-01  4.6601314238E-01  1.8036E-08
   7.3056338890E+00  4.6532212197E-01  4.6532210721E-01  3.1713E-08
   7.3170692486E+00  4.6475123527E-01  4.6475126865E-01  7.1809E-08
   7.3241404826E+00  4.6439852035E-01  4.6439851398E-01  1.3715E-08
   7.3276082543E+00  4.6422557661E-01  4.6422557041E-01  1.3366E-08
   7.3346812365E+00  4.6387289570E-01  4.6387292905E-01  7.1896E-08
   7.3461194232E+00  4.6330303981E-01  4.6330302510E-01  3.1736E-08
   7.3599482160E+00  4.6261488500E-01  4.6261489319E-01  1.7691E-08
   7.3737770087E+00  4.6192760446E-01  4.6192759009E-01  3.1104E-08
   7.3852151954E+00  4.6135979291E-01  4.6135982541E-01  7.0430E-08
   7.3922881776E+00  4.6100897449E-01  4.6100896828E-01  1.3453E-08
   7.3957567989E+00  4.6083696121E-01  4.6083695517E-01  1.3108E-08
   7.4028314985E+00  4.6048617892E-01  4.6048621139E-01  7.0514E-08
   7.4142724624E+00  4.5991938524E-01  4.5991937092E-01  3.1126E-08
   7.4281046128E+00  4.5923491922E-01  4.5923492718E-01  1.7349E-08
   7.4419367632E+00  4.5855131284E-01  4.5855129885E-01  3.0500E-08
   7.4533777271E+00  4.5798652933E-01  4.5798656096E-01  6.9060E-08
   7.4604524267E+00  4.5763757839E-01  4.5763757235E-01  1.3193E-08
   7.4639218827E+00  4.5746648135E-01  4.5746647547E-01  1.2852E-08
   7.4709982696E+00  4.5711756864E-01  4.5711760024E-01  6.9142E-08
   7.4824419622E+00  4.5655379041E-01  4.5655377648E-01  3.0520E-08
   7.4962774116E+00  4.5587295699E-01  4.5587296474E-01  1.7009E-08
   7.5101128610E+00  4.5519296896E-01  4.5519295535E-01  2.9900E-08
   7.5215565536E+00  4.5463116760E-01  4.5463119838E-01  6.7700E-08
   7.5286329405E+00  4.5428405590E-01  4.5428405003E-01  1.2934E-08
   7.5321032167E+00  4.5411386124E-01  4.5411385552E-01  1.2598E-08
   7.5391812617E+00  4.5376678985E-01  4.5376682060E-01  6.7781E-08
   7.5506276357E+00  4.5320598159E-01  4.5320596803E-01  2.9919E-08
   7.5644663269E+00  4.5252872611E-01  4.5252873365E-01  1.6672E-08
   7.5783050181E+00  4.5185230217E-01  4.5185228892E-01  2.9305E-08
   7.5897513921E+00  4.5129343836E-01  4.5129346831E-01  6.6352E-08
   7.5968294371E+00  4.5094813847E-01  4.5094813275E-01  1.2678E-08
   7.6003005194E+00  4.5077883272E-01  4.5077882715E-01  1.2346E-08
   7.6073801939E+00  4.5043357520E-01  4.5043360513E-01  6.6431E-08
   7.6188292032E+00  4.4987569274E-01  4.4987567954E-01  2.9323E-08
   7.6326710805E+00  4.4920196217E-01  4.4920196951E-01  1.6338E-08
   7.6465129579E+00  4.4852904968E-01  4.4852903680E-01  2.8716E-08
   7.6579619671E+00  4.4797308020E-01  4.4797310932E-01  6.5016E-08
   7.6650416417E+00  4.4762956551E-01  4.4762955995E-01  1.2423E-08
   7.6685135162E+00  4.4746113564E-01  4.4746113023E-01  1.2096E-08
   7.6755947926E+00  4.4711766541E-01  4.4711769451E-01  6.5094E-08
   7.6870463923E+00  4.4656266595E-01  4.4656265312E-01  2.8733E-08
   7.7008914014E+00  4.4589240893E-01  4.4589241607E-01  1.6008E-08
   7.7147364106E+00  4.4522295694E-01  4.4522294442E-01  2.8132E-08
   7.7261880103E+00  4.4466983996E-01  4.4466986829E-01  6.3693E-08
   7.7332692866E+00  4.4432808476E-01  4.4432807935E-01  1.2172E-08
   7.7367419400E+00  4.4416051815E-01  4.4416051289E-01  1.1849E-08
   7.7438247911E+00  4.4381880947E-01  4.4381883778E-01  6.3769E-08
   7.7552789374E+00  4.4326665166E-01  4.4326663918E-01  2.8148E-08
   7.7691270254E+00  4.4259981856E-01  4.4259982550E-01  1.5680E-08
   7.7829751134E+00  4.4193377787E-01  4.4193376569E-01  2.7554E-08
   7.7944292597E+00  4.4138347299E-01  4.4138350053E-01  6.2384E-08
   7.8015121108E+00  4.4104345245E-01  4.4104344719E-01  1.1922E-08
   7.8049855298E+00  4.4087673693E-01  4.4087673181E-01  1.1604E-08
   7.8120699293E+00  4.4053676499E-01  4.4053679250E-01  6.2458E-08
   7.8235265795E+00  4.3998740890E-01  4.3998739677E-01  2.7569E-08
   7.8373776947E+00  4.3932395188E-01  4.3932395862E-01  1.5356E-08
   7.8512288100E+00  4.3866127505E-01  4.3866126321E-01  2.6982E-08
   7.8626854602E+00  4.3811374339E-01  4.3811377015E-01  6.1088E-08
   7.8697698596E+00  4.3777543359E-01  4.3777542848E-01  1.1676E-08
   7.8732440316E+00  4.3760955744E-01  4.3760955247E-01  1.1362E-08
   7.8803299536E+00  4.3727129834E-01  4.3727132509E-01  6.1161E-08
   7.8917890661E+00  4.3672470559E-01  4.3672469380E-01  2.6996E-08
   7.9056431583E+00  4.3606457860E-01  4.3606458516E-01  1.5035E-08
   7.9194972504E+00  4.3540522004E-01  4.3540520854E-01  2.6417E-08
   7.9309563629E+00  4.3486042419E-01  4.3486045020E-01  5.9808E-08
   7.9380422850E+00  4.3452380217E-01  4.3452379720E-01  1.1432E-08
   7.9415171974E+00  4.3435875413E-01  4.3435874930E-01  1.1123E-08
   7.9486046169E+00  4.3402218491E-01  4.3402221090E-01  5.9879E-08
   7.9600661511E+00  4.3347831861E-01  4.3347830715E-01  2.6430E-08
   7.9739231710E+00  4.3282147745E-01  4.3282148382E-01  1.4718E-08
   7.9877801909E+00  4.3216539340E-01  4.3216538222E-01  2.5858E-08
   7.9992417251E+00  4.3162329750E-01  4.3162332277E-01  5.8542E-08
   8.0063291446E+00  4.3128834123E-01  4.3128833640E-01  1.1191E-08
   8.0098047853E+00  4.3112411051E-01  4.3112410581E-01  1.0887E-08
   8.0168936778E+00  4.3078920916E-01  4.3078923441E-01  5.8612E-08
   8.0283575940E+00  4.3024803396E-01  4.3024802283E-01  2.5871E-08
   8.0422174938E+00  4.2959443631E-01  4.2959444250E-01  1.4406E-08
   8.0560773937E+00  4.2894158488E-01  4.2894157403E-01  2.5306E-08
   8.0675413099E+00  4.2840215463E-01  4.2840217918E-01  5.7292E-08
   8.0746302023E+00  4.2806884304E-01  4.2806883835E-01  1.0953E-08
   8.0781065594E+00  4.2790541931E-01  4.2790541475E-01  1.0654E-08
   8.0851969009E+00  4.2757216479E-01  4.2757218932E-01  5.7360E-08
   8.0966631605E+00  4.2703364691E-01  4.2703363610E-01  2.5318E-08
   8.1105258935E+00  4.2638325233E-01  4.2638325834E-01  1.4096E-08
   8.1243886265E+00  4.2573359351E-01  4.2573358297E-01  2.4761E-08
   8.1358548860E+00  4.2519679614E-01  4.2519681998E-01  5.6058E-08
   8.1429452276E+00  4.2486510913E-01  4.2486510457E-01  1.0717E-08
   8.1464222894E+00  4.2470248253E-01  4.2470247811E-01  1.0424E-08
   8.1535140567E+00  4.2437085477E-01  4.2437087859E-01  5.6125E-08
   8.1649826219E+00  4.2383496197E-01  4.2383495147E-01  2.4773E-08
   8.1788481424E+00  4.2318773188E-01  4.2318773772E-01  1.3792E-08
   8.1927136628E+00  4.2254122755E-01  4.2254121732E-01  2.4224E-08
   8.2041822280E+00  4.2200703188E-01  4.2200705502E-01  5.4841E-08
   8.2112739953E+00  4.2167695029E-01  4.2167694587E-01  1.0486E-08
   8.2147517507E+00  4.2151511146E-01  4.2151510716E-01  1.0196E-08
   8.2218449208E+00  4.2118509133E-01  4.2118511445E-01  5.4906E-08
   8.2333157548E+00  4.2065179295E-01  4.2065178275E-01  2.4235E-08
   8.2471840182E+00  4.2000769067E-01  4.2000769634E-01  1.3491E-08
   8.2610522816E+00  4.1936430460E-01  4.1936429466E-01  2.3694E-08
   8.2725231156E+00  4.1883268096E-01  4.1883270343E-01  5.3641E-08
   8.2796162858E+00  4.1850418664E-01  4.1850418234E-01  1.0257E-08
   8.2830947236E+00  4.1834312665E-01  4.1834312248E-01  9.9724E-09
   8.2901892745E+00  4.1801469600E-01  4.1801471845E-01  5.3704E-08
   8.3016623413E+00  4.1748396292E-01  4.1748395303E-01  2.3704E-08
   8.3155333041E+00  4.1684295367E-01  4.1684295917E-01  1.3194E-08
   8.3294042670E+00  4.1620265149E-01  4.1620264185E-01  2.3172E-08
   8.3408773337E+00  4.1567357181E-01  4.1567359361E-01  5.2457E-08
   8.3479718846E+00  4.1534664751E-01  4.1534664335E-01  1.0031E-08
   8.3514509941E+00  4.1518635794E-01  4.1518635389E-01  9.7517E-09
   8.3585469040E+00  4.1485949958E-01  4.1485952137E-01  5.2519E-08
   8.3700221684E+00  4.1433130425E-01  4.1433129464E-01  2.3181E-08
   8.3838957882E+00  4.1369335510E-01  4.1369336043E-01  1.2902E-08
   8.3977694080E+00  4.1305610432E-01  4.1305609496E-01  2.2657E-08
   8.4092446725E+00  4.1252954204E-01  4.1252956320E-01  5.1291E-08
   8.4163405823E+00  4.1220417152E-01  4.1220416748E-01  9.8087E-09
   8.4198203530E+00  4.1204464439E-01  4.1204464046E-01  9.5342E-09
   8.4269176005E+00  4.1171934208E-01  4.1171936323E-01  5.1352E-08
   8.4383950283E+00  4.1119365847E-01  4.1119364915E-01  2.2666E-08
   8.4522712636E+00  4.1055873835E-01  4.1055874353E-01  1.2614E-08
   8.4661474989E+00  4.0992450834E-01  4.0992449926E-01  2.2149E-08
   8.4776249266E+00  4.0940043846E-01  4.0940045898E-01  5.0142E-08
   8.4847221742E+00  4.0907660637E-01  4.0907660245E-01  9.5897E-09
   8.4882025957E+00  4.0891783418E-01  4.0891783037E-01  9.3201E-09
   8.4953011603E+00  4.0859407263E-01  4.0859409314E-01  5.0202E-08
   8.5067807178E+00  4.0807087624E-01  4.0807086720E-01  2.2158E-08
   8.5206595281E+00  4.0743895592E-01  4.0743896095E-01  1.2330E-08
   8.5345383383E+00  4.0680771787E-01  4.0680770906E-01  2.1650E-08
   8.5460178959E+00  4.0628611687E-01  4.0628613678E-01  4.9011E-08
   8.5531164604E+00  4.0596380884E-01  4.0596380503E-01  9.3739E-09
   8.5565975228E+00  4.0580578453E-01  4.0580578083E-01  9.1094E-09
   8.5636973841E+00  4.0548354938E-01  4.0548356927E-01  4.9069E-08
   8.5751790387E+00  4.0496281721E-01  4.0496280844E-01  2.1658E-08
   8.5890603843E+00  4.0433386929E-01  4.0433387416E-01  1.2051E-08
   8.6029417299E+00  4.0370559619E-01  4.0370558765E-01  2.1158E-08
   8.6144233845E+00  4.0318644206E-01  4.0318646137E-01  4.7898E-08
   8.6215232457E+00  4.0286564461E-01  4.0286564091E-01  9.1618E-09
   8.6250049391E+00  4.0270836158E-01  4.0270835800E-01  8.9018E-09
   8.6321060773E+00  4.0238763938E-01  4.0238765868E-01  4.7955E-08
   8.6435897970E+00  4.0186934993E-01  4.0186934143E-01  2.1166E-08
   8.6574736392E+00  4.0124334875E-01  4.0124335348E-01  1.1776E-08
   8.6713574814E+00  4.0061801539E-01  4.0061800711E-01  2.0675E-08
   8.6828412010E+00  4.0010128756E-01  4.0010130629E-01  4.6802E-08
   8.6899423392E+00  3.9978198811E-01  3.9978198453E-01  8.9529E-09
   8.6934246540E+00  3.9962544022E-01  3.9962543674E-01  8.6978E-09
   8.7005270498E+00  3.9930621842E-01  3.9930623713E-01  4.6859E-08
   8.7120128031E+00  3.9879035162E-01  3.9879034337E-01  2.0682E-08
   8.7258991041E+00  3.9816727330E-01  3.9816727789E-01  1.1506E-08
   8.7397854051E+00  3.9754485619E-01  3.9754484816E-01  2.0199E-08
   8.7512711585E+00  3.9703053555E-01  3.9703055370E-01  4.5726E-08
   8.7583735543E+00  3.9671272241E-01  3.9671271894E-01  8.7474E-09
   8.7618564811E+00  3.9655690393E-01  3.9655690056E-01  8.4971E-09
   8.7689601155E+00  3.9623917087E-01  3.9623918901E-01  4.5780E-08
   8.7804478720E+00  3.9572570809E-01  3.9572570009E-01  2.0206E-08
   8.7943365948E+00  3.9510553047E-01  3.9510553491E-01  1.1241E-08
   8.8082253176E+00  3.9448600784E-01  3.9448600005E-01  1.9732E-08
   8.8197130741E+00  3.9397407666E-01  3.9397409426E-01  4.4666E-08
